scenario_global_id,scenario_index_in_size,criteria,matching_recipe_count,candidate_recipe_count,hits@1,hits@5,hits@10,mrr
87,43,"[('HasProteinLevel', 'High Protein'), ('isForMealType', 'breakfast')]",1350,90656,1.0,1.0,1.0,1.0
88,44,"[('HasProteinLevel', 'High Protein'), ('isForMealType', 'lunch')]",9808,90656,1.0,1.0,1.0,1.0
89,45,"[('HasProteinLevel', 'High Protein'), ('isForMealType', 'dinner')]",27981,90656,1.0,1.0,1.0,1.0
90,46,"[('HasProteinLevel', 'High Protein'), ('isForMealType', 'snack')]",2307,90656,1.0,1.0,1.0,1.0
91,47,"[('HasProteinLevel', 'High Protein'), ('isForMealType', 'dessert')]",646,90656,1.0,1.0,1.0,1.0
92,48,"[('HasProteinLevel', 'High Protein'), ('isForMealType', 'starter')]",3584,90656,1.0,1.0,1.0,1.0
93,49,"[('HasProteinLevel', 'High Protein'), ('isForMealType', 'brunch')]",2999,90656,1.0,1.0,1.0,1.0
94,50,"[('HasProteinLevel', 'High Protein'), ('isForMealType', 'drink')]",69,90656,1.0,1.0,1.0,1.0
95,51,"[('HasProteinLevel', 'Low Protein'), ('hasDietType', 'Vegetarian')]",17367,90656,1.0,1.0,1.0,1.0
96,52,"[('HasProteinLevel', 'Low Protein'), ('hasDietType', 'Vegan')]",6391,90656,1.0,1.0,1.0,1.0
97,53,"[('HasProteinLevel', 'Low Protein'), ('hasDietType', 'Paleo')]",40,90656,0.0,0.0,0.0,0.05
98,54,"[('HasProteinLevel', 'Low Protein'), ('hasDietType', 'Standard')]",9571,90656,1.0,1.0,1.0,1.0
99,55,"[('HasProteinLevel', 'Medium Protein'), ('hasDietType', 'Vegetarian')]",7036,90656,1.0,1.0,1.0,1.0
100,56,"[('HasProteinLevel', 'Medium Protein'), ('hasDietType', 'Vegan')]",1451,90656,1.0,1.0,1.0,1.0
101,57,"[('HasProteinLevel', 'Medium Protein'), ('hasDietType', 'Paleo')]",96,90656,1.0,1.0,1.0,1.0
102,58,"[('HasProteinLevel', 'Medium Protein'), ('hasDietType', 'Standard')]",6848,90656,1.0,1.0,1.0,1.0
103,59,"[('HasProteinLevel', 'High Protein'), ('hasDietType', 'Vegetarian')]",4722,90656,1.0,1.0,1.0,1.0
104,60,"[('HasProteinLevel', 'High Protein'), ('hasDietType', 'Vegan')]",864,90656,1.0,1.0,1.0,1.0
105,61,"[('HasProteinLevel', 'High Protein'), ('hasDietType', 'Paleo')]",1008,90656,1.0,1.0,1.0,1.0
106,62,"[('HasProteinLevel', 'High Protein'), ('hasDietType', 'Standard')]",31951,90656,1.0,1.0,1.0,1.0
107,63,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'North America')]",18228,90656,1.0,1.0,1.0,1.0
108,64,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'Global')]",5661,90656,1.0,1.0,1.0,1.0
109,65,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'Mediterranean Europe')]",2514,90656,1.0,1.0,1.0,1.0
110,66,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'Northern/Western Europe')]",2822,90656,1.0,1.0,1.0,1.0
111,67,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'Latin America')]",841,90656,1.0,1.0,1.0,1.0
112,68,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'East Asia')]",737,90656,1.0,1.0,1.0,1.0
113,69,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'South Asia')]",748,90656,1.0,1.0,1.0,1.0
114,70,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'Southeast Asia')]",350,90656,1.0,1.0,1.0,1.0
115,71,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'Middle East & Anatolia')]",502,90656,1.0,1.0,1.0,1.0
116,72,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'Oceania')]",587,90656,1.0,1.0,1.0,1.0
117,73,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'Eastern Europe & Eurasia')]",309,90656,1.0,1.0,1.0,1.0
118,74,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'Caribbean')]",137,90656,1.0,1.0,1.0,1.0
119,75,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",126,90656,0.0,1.0,1.0,0.3333333333333333
120,76,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'North America')]",7700,90656,1.0,1.0,1.0,1.0
121,77,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'Global')]",2051,90656,1.0,1.0,1.0,1.0
122,78,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'Mediterranean Europe')]",1677,90656,1.0,1.0,1.0,1.0
123,79,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'Northern/Western Europe')]",1483,90656,1.0,1.0,1.0,1.0
124,80,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'Latin America')]",611,90656,1.0,1.0,1.0,1.0
125,81,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'East Asia')]",473,90656,1.0,1.0,1.0,1.0
126,82,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'South Asia')]",397,90656,1.0,1.0,1.0,1.0
127,83,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'Southeast Asia')]",206,90656,1.0,1.0,1.0,1.0
128,84,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'Middle East & Anatolia')]",354,90656,0.0,1.0,1.0,0.5
129,85,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'Oceania')]",288,90656,1.0,1.0,1.0,1.0
130,86,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'Eastern Europe & Eurasia')]",186,90656,0.0,1.0,1.0,0.3333333333333333
131,87,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'Caribbean')]",64,90656,1.0,1.0,1.0,1.0
132,88,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",64,90656,0.0,1.0,1.0,0.5
133,89,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'North America')]",18722,90656,1.0,1.0,1.0,1.0
134,90,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'Global')]",3535,90656,1.0,1.0,1.0,1.0
135,91,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'Mediterranean Europe')]",5211,90656,1.0,1.0,1.0,1.0
136,92,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'Northern/Western Europe')]",2829,90656,1.0,1.0,1.0,1.0
137,93,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'Latin America')]",2465,90656,1.0,1.0,1.0,1.0
138,94,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'East Asia')]",2086,90656,1.0,1.0,1.0,1.0
139,95,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'South Asia')]",899,90656,1.0,1.0,1.0,1.0
140,96,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'Southeast Asia')]",1040,90656,1.0,1.0,1.0,1.0
141,97,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'Middle East & Anatolia')]",718,90656,1.0,1.0,1.0,1.0
142,98,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'Oceania')]",683,90656,1.0,1.0,1.0,1.0
143,99,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'Eastern Europe & Eurasia')]",557,90656,1.0,1.0,1.0,1.0
144,100,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'Caribbean')]",286,90656,0.0,1.0,1.0,0.25
145,101,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",129,90656,0.0,0.0,0.0,0.058823529411764705
146,102,"[('HasProteinLevel', 'Low Protein'), ('usesCookingMethod', 'oven')]",18104,90656,1.0,1.0,1.0,1.0
147,103,"[('HasProteinLevel', 'Low Protein'), ('usesCookingMethod', 'pot')]",10972,90656,1.0,1.0,1.0,1.0
148,104,"[('HasProteinLevel', 'Low Protein'), ('usesCookingMethod', 'pan')]",6098,90656,1.0,1.0,1.0,1.0
149,105,"[('HasProteinLevel', 'Low Protein'), ('usesCookingMethod', 'no cook')]",3096,90656,1.0,1.0,1.0,1.0
150,106,"[('HasProteinLevel', 'Low Protein'), ('usesCookingMethod', 'barbecue')]",1393,90656,1.0,1.0,1.0,1.0
151,107,"[('HasProteinLevel', 'Low Protein'), ('usesCookingMethod', 'air fryer')]",16,90656,0.0,0.0,0.0,0.006622516556291391
152,108,"[('HasProteinLevel', 'Low Protein'), ('usesCookingMethod', 'microwave')]",1921,90656,1.0,1.0,1.0,1.0
153,109,"[('HasProteinLevel', 'Medium Protein'), ('usesCookingMethod', 'oven')]",7454,90656,1.0,1.0,1.0,1.0
154,110,"[('HasProteinLevel', 'Medium Protein'), ('usesCookingMethod', 'pot')]",6644,90656,1.0,1.0,1.0,1.0
155,111,"[('HasProteinLevel', 'Medium Protein'), ('usesCookingMethod', 'pan')]",4866,90656,1.0,1.0,1.0,1.0
156,112,"[('HasProteinLevel', 'Medium Protein'), ('usesCookingMethod', 'no cook')]",839,90656,1.0,1.0,1.0,1.0
157,113,"[('HasProteinLevel', 'Medium Protein'), ('usesCookingMethod', 'barbecue')]",628,90656,1.0,1.0,1.0,1.0
158,114,"[('HasProteinLevel', 'Medium Protein'), ('usesCookingMethod', 'air fryer')]",5,90656,0.0,1.0,1.0,0.5
159,115,"[('HasProteinLevel', 'Medium Protein'), ('usesCookingMethod', 'microwave')]",927,90656,1.0,1.0,1.0,1.0
160,116,"[('HasProteinLevel', 'High Protein'), ('usesCookingMethod', 'oven')]",15803,90656,1.0,1.0,1.0,1.0
161,117,"[('HasProteinLevel', 'High Protein'), ('usesCookingMethod', 'pot')]",17247,90656,1.0,1.0,1.0,1.0
162,118,"[('HasProteinLevel', 'High Protein'), ('usesCookingMethod', 'pan')]",19452,90656,1.0,1.0,1.0,1.0
163,119,"[('HasProteinLevel', 'High Protein'), ('usesCookingMethod', 'no cook')]",640,90656,1.0,1.0,1.0,1.0
164,120,"[('HasProteinLevel', 'High Protein'), ('usesCookingMethod', 'barbecue')]",5064,90656,1.0,1.0,1.0,1.0
165,121,"[('HasProteinLevel', 'High Protein'), ('usesCookingMethod', 'air fryer')]",24,90656,0.0,1.0,1.0,0.5
166,122,"[('HasProteinLevel', 'High Protein'), ('usesCookingMethod', 'microwave')]",1362,90656,0.0,1.0,1.0,0.5
167,123,"[('HasCarbLevel', 'Low Carb'), ('HasFatLevel', 'Low Fat')]",13901,90656,1.0,1.0,1.0,1.0
168,124,"[('HasCarbLevel', 'Low Carb'), ('HasFatLevel', 'Medium Fat')]",26439,90656,1.0,1.0,1.0,1.0
169,125,"[('HasCarbLevel', 'Low Carb'), ('HasFatLevel', 'High Fat')]",14842,90656,1.0,1.0,1.0,1.0
170,126,"[('HasCarbLevel', 'Medium Carb'), ('HasFatLevel', 'Low Fat')]",3529,90656,1.0,1.0,1.0,1.0
171,127,"[('HasCarbLevel', 'Medium Carb'), ('HasFatLevel', 'Medium Fat')]",12333,90656,1.0,1.0,1.0,1.0
172,128,"[('HasCarbLevel', 'Medium Carb'), ('HasFatLevel', 'High Fat')]",9246,90656,1.0,1.0,1.0,1.0
173,129,"[('HasCarbLevel', 'High Carb'), ('HasFatLevel', 'Low Fat')]",691,90656,1.0,1.0,1.0,1.0
174,130,"[('HasCarbLevel', 'High Carb'), ('HasFatLevel', 'Medium Fat')]",2610,90656,1.0,1.0,1.0,1.0
175,131,"[('HasCarbLevel', 'High Carb'), ('HasFatLevel', 'High Fat')]",4928,90656,1.0,1.0,1.0,1.0
176,132,"[('HasCarbLevel', 'Low Carb'), ('HasCalorieLevel', 'Low Calorie')]",32005,90656,1.0,1.0,1.0,1.0
177,133,"[('HasCarbLevel', 'Low Carb'), ('HasCalorieLevel', 'Medium Calorie')]",20538,90656,1.0,1.0,1.0,1.0
178,134,"[('HasCarbLevel', 'Low Carb'), ('HasCalorieLevel', 'High Calorie')]",2639,90656,1.0,1.0,1.0,1.0
179,135,"[('HasCarbLevel', 'Medium Carb'), ('HasCalorieLevel', 'Low Calorie')]",3621,90656,1.0,1.0,1.0,1.0
180,136,"[('HasCarbLevel', 'Medium Carb'), ('HasCalorieLevel', 'Medium Calorie')]",18652,90656,1.0,1.0,1.0,1.0
181,137,"[('HasCarbLevel', 'Medium Carb'), ('HasCalorieLevel', 'High Calorie')]",2835,90656,1.0,1.0,1.0,1.0
182,138,"[('HasCarbLevel', 'High Carb'), ('HasCalorieLevel', 'Medium Calorie')]",4024,90656,1.0,1.0,1.0,1.0
183,139,"[('HasCarbLevel', 'High Carb'), ('HasCalorieLevel', 'High Calorie')]",4205,90656,1.0,1.0,1.0,1.0
184,140,"[('HasCarbLevel', 'Low Carb'), ('isForMealType', 'breakfast')]",3200,90656,1.0,1.0,1.0,1.0
185,141,"[('HasCarbLevel', 'Low Carb'), ('isForMealType', 'lunch')]",11145,90656,1.0,1.0,1.0,1.0
186,142,"[('HasCarbLevel', 'Low Carb'), ('isForMealType', 'dinner')]",24572,90656,1.0,1.0,1.0,1.0
187,143,"[('HasCarbLevel', 'Low Carb'), ('isForMealType', 'snack')]",4968,90656,1.0,1.0,1.0,1.0
188,144,"[('HasCarbLevel', 'Low Carb'), ('isForMealType', 'dessert')]",7245,90656,1.0,1.0,1.0,1.0
189,145,"[('HasCarbLevel', 'Low Carb'), ('isForMealType', 'starter')]",9613,90656,1.0,1.0,1.0,1.0
190,146,"[('HasCarbLevel', 'Low Carb'), ('isForMealType', 'brunch')]",5038,90656,1.0,1.0,1.0,1.0
191,147,"[('HasCarbLevel', 'Low Carb'), ('isForMealType', 'drink')]",1312,90656,1.0,1.0,1.0,1.0
192,148,"[('HasCarbLevel', 'Medium Carb'), ('isForMealType', 'breakfast')]",1805,90656,1.0,1.0,1.0,1.0
193,149,"[('HasCarbLevel', 'Medium Carb'), ('isForMealType', 'lunch')]",5937,90656,1.0,1.0,1.0,1.0
194,150,"[('HasCarbLevel', 'Medium Carb'), ('isForMealType', 'dinner')]",10780,90656,1.0,1.0,1.0,1.0
195,151,"[('HasCarbLevel', 'Medium Carb'), ('isForMealType', 'snack')]",2008,90656,1.0,1.0,1.0,1.0
196,152,"[('HasCarbLevel', 'Medium Carb'), ('isForMealType', 'dessert')]",6331,90656,1.0,1.0,1.0,1.0
197,153,"[('HasCarbLevel', 'Medium Carb'), ('isForMealType', 'starter')]",1938,90656,1.0,1.0,1.0,1.0
198,154,"[('HasCarbLevel', 'Medium Carb'), ('isForMealType', 'brunch')]",2309,90656,1.0,1.0,1.0,1.0
199,155,"[('HasCarbLevel', 'Medium Carb'), ('isForMealType', 'drink')]",425,90656,1.0,1.0,1.0,1.0
200,156,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'breakfast')]",456,90656,1.0,1.0,1.0,1.0
201,157,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'lunch')]",1941,90656,1.0,1.0,1.0,1.0
202,158,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'dinner')]",3539,90656,1.0,1.0,1.0,1.0
203,159,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'snack')]",581,90656,1.0,1.0,1.0,1.0
204,160,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'dessert')]",2387,90656,1.0,1.0,1.0,1.0
205,161,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'starter')]",566,90656,1.0,1.0,1.0,1.0
206,162,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'brunch')]",684,90656,1.0,1.0,1.0,1.0
207,163,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'drink')]",112,90656,1.0,1.0,1.0,1.0
208,164,"[('HasCarbLevel', 'Low Carb'), ('hasDietType', 'Vegetarian')]",16740,90656,1.0,1.0,1.0,1.0
209,165,"[('HasCarbLevel', 'Low Carb'), ('hasDietType', 'Vegan')]",5741,90656,1.0,1.0,1.0,1.0
210,166,"[('HasCarbLevel', 'Low Carb'), ('hasDietType', 'Paleo')]",1127,90656,1.0,1.0,1.0,1.0
211,167,"[('HasCarbLevel', 'Low Carb'), ('hasDietType', 'Standard')]",30862,90656,1.0,1.0,1.0,1.0
212,168,"[('HasCarbLevel', 'Medium Carb'), ('hasDietType', 'Vegetarian')]",9249,90656,1.0,1.0,1.0,1.0
213,169,"[('HasCarbLevel', 'Medium Carb'), ('hasDietType', 'Vegan')]",2214,90656,1.0,1.0,1.0,1.0
214,170,"[('HasCarbLevel', 'Medium Carb'), ('hasDietType', 'Paleo')]",15,90656,0.0,1.0,1.0,0.3333333333333333
215,171,"[('HasCarbLevel', 'Medium Carb'), ('hasDietType', 'Standard')]",13273,90656,1.0,1.0,1.0,1.0
216,172,"[('HasCarbLevel', 'High Carb'), ('hasDietType', 'Vegetarian')]",3136,90656,1.0,1.0,1.0,1.0
217,173,"[('HasCarbLevel', 'High Carb'), ('hasDietType', 'Vegan')]",751,90656,1.0,1.0,1.0,1.0
218,174,"[('HasCarbLevel', 'High Carb'), ('hasDietType', 'Paleo')]",2,90656,0.0,0.0,0.0,0.027777777777777776
219,175,"[('HasCarbLevel', 'High Carb'), ('hasDietType', 'Standard')]",4235,90656,1.0,1.0,1.0,1.0
220,176,"[('HasCarbLevel', 'Low Carb'), ('hasCuisineRegion', 'North America')]",27320,90656,1.0,1.0,1.0,1.0
221,177,"[('HasCarbLevel', 'Low Carb'), ('hasCuisineRegion', 'Global')]",7405,90656,1.0,1.0,1.0,1.0
222,178,"[('HasCarbLevel', 'Low Carb'), ('hasCuisineRegion', 'Mediterranean Europe')]",5852,90656,1.0,1.0,1.0,1.0
223,179,"[('HasCarbLevel', 'Low Carb'), ('hasCuisineRegion', 'Northern/Western Europe')]",4519,90656,1.0,1.0,1.0,1.0
224,180,"[('HasCarbLevel', 'Low Carb'), ('hasCuisineRegion', 'Latin America')]",2402,90656,1.0,1.0,1.0,1.0
225,181,"[('HasCarbLevel', 'Low Carb'), ('hasCuisineRegion', 'East Asia')]",2264,90656,1.0,1.0,1.0,1.0
226,182,"[('HasCarbLevel', 'Low Carb'), ('hasCuisineRegion', 'South Asia')]",1275,90656,1.0,1.0,1.0,1.0
227,183,"[('HasCarbLevel', 'Low Carb'), ('hasCuisineRegion', 'Southeast Asia')]",975,90656,1.0,1.0,1.0,1.0
228,184,"[('HasCarbLevel', 'Low Carb'), ('hasCuisineRegion', 'Middle East & Anatolia')]",909,90656,1.0,1.0,1.0,1.0
229,185,"[('HasCarbLevel', 'Low Carb'), ('hasCuisineRegion', 'Oceania')]",914,90656,1.0,1.0,1.0,1.0
230,186,"[('HasCarbLevel', 'Low Carb'), ('hasCuisineRegion', 'Eastern Europe & Eurasia')]",700,90656,1.0,1.0,1.0,1.0
231,187,"[('HasCarbLevel', 'Low Carb'), ('hasCuisineRegion', 'Caribbean')]",295,90656,0.0,1.0,1.0,0.25
232,188,"[('HasCarbLevel', 'Low Carb'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",203,90656,1.0,1.0,1.0,1.0
233,189,"[('HasCarbLevel', 'Medium Carb'), ('hasCuisineRegion', 'North America')]",13434,90656,1.0,1.0,1.0,1.0
234,190,"[('HasCarbLevel', 'Medium Carb'), ('hasCuisineRegion', 'Global')]",2963,90656,1.0,1.0,1.0,1.0
235,191,"[('HasCarbLevel', 'Medium Carb'), ('hasCuisineRegion', 'Mediterranean Europe')]",2405,90656,1.0,1.0,1.0,1.0
236,192,"[('HasCarbLevel', 'Medium Carb'), ('hasCuisineRegion', 'Northern/Western Europe')]",1985,90656,1.0,1.0,1.0,1.0
237,193,"[('HasCarbLevel', 'Medium Carb'), ('hasCuisineRegion', 'Latin America')]",1201,90656,1.0,1.0,1.0,1.0
238,194,"[('HasCarbLevel', 'Medium Carb'), ('hasCuisineRegion', 'East Asia')]",708,90656,1.0,1.0,1.0,1.0
239,195,"[('HasCarbLevel', 'Medium Carb'), ('hasCuisineRegion', 'South Asia')]",556,90656,1.0,1.0,1.0,1.0
240,196,"[('HasCarbLevel', 'Medium Carb'), ('hasCuisineRegion', 'Southeast Asia')]",403,90656,1.0,1.0,1.0,1.0
241,197,"[('HasCarbLevel', 'Medium Carb'), ('hasCuisineRegion', 'Middle East & Anatolia')]",460,90656,0.0,1.0,1.0,0.25
242,198,"[('HasCarbLevel', 'Medium Carb'), ('hasCuisineRegion', 'Oceania')]",464,90656,0.0,1.0,1.0,0.5
243,199,"[('HasCarbLevel', 'Medium Carb'), ('hasCuisineRegion', 'Eastern Europe & Eurasia')]",258,90656,0.0,1.0,1.0,0.5
244,200,"[('HasCarbLevel', 'Medium Carb'), ('hasCuisineRegion', 'Caribbean')]",118,90656,0.0,1.0,1.0,0.5
245,201,"[('HasCarbLevel', 'Medium Carb'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",81,90656,0.0,0.0,1.0,0.14285714285714285
246,202,"[('HasCarbLevel', 'High Carb'), ('hasCuisineRegion', 'North America')]",3896,90656,1.0,1.0,1.0,1.0
247,203,"[('HasCarbLevel', 'High Carb'), ('hasCuisineRegion', 'Global')]",879,90656,1.0,1.0,1.0,1.0
248,204,"[('HasCarbLevel', 'High Carb'), ('hasCuisineRegion', 'Mediterranean Europe')]",1145,90656,1.0,1.0,1.0,1.0
249,205,"[('HasCarbLevel', 'High Carb'), ('hasCuisineRegion', 'Northern/Western Europe')]",630,90656,1.0,1.0,1.0,1.0
250,206,"[('HasCarbLevel', 'High Carb'), ('hasCuisineRegion', 'Latin America')]",314,90656,1.0,1.0,1.0,1.0
