scenario_global_id,scenario_index_in_size,criteria,matching_recipe_count,hits@1,hits@5,hits@10,precision@1,precision@5,precision@10,mrr
ground_truth_size_4,10,"[('containsIngredient', 'BREAD,WHOLE-WHEAT,PREP FROM RECIPE,TSTD'), ('containsIngredient', 'Sweet pepper green raw'), ('containsIngredient', 'CHEESE,PARMESAN,GRATED'), ('containsIngredient', 'ONIONS,RAW')]",1,0.0,0.0,1.0,0.0,0.0,0.1,0.1
ground_truth_size_4,11,"[('containsIngredient', 'BREAD,WHOLE-WHEAT,PREP FROM RECIPE,TSTD'), ('containsIngredient', 'Sweet pepper green raw'), ('containsIngredient', 'CHEESE,PARMESAN,GRATED'), ('containsIngredient', 'OLIVES,RIPE,CND (JUMBO-SUPER COLOSSAL)')]",1,0.0,1.0,1.0,0.0,0.2,0.1,0.25
ground_truth_size_4,12,"[('containsIngredient', 'BREAD,WHOLE-WHEAT,PREP FROM RECIPE,TSTD'), ('containsIngredient', 'Sweet pepper green raw'), ('containsIngredient', 'ONIONS,RAW'), ('containsIngredient', 'OLIVES,RIPE,CND (JUMBO-SUPER COLOSSAL)')]",1,0.0,0.0,1.0,0.0,0.0,0.1,0.14285714285714285
ground_truth_size_4,13,"[('containsIngredient', 'BREAD,WHOLE-WHEAT,PREP FROM RECIPE,TSTD'), ('containsIngredient', 'CHEESE,PARMESAN,GRATED'), ('containsIngredient', 'ONIONS,RAW'), ('containsIngredient', 'OLIVES,RIPE,CND (JUMBO-SUPER COLOSSAL)')]",1,0.0,0.0,1.0,0.0,0.0,0.1,0.14285714285714285
ground_truth_size_4,14,"[('containsIngredient', 'BLUEBERRIES,DRIED,SWTND'), ('containsIngredient', 'BREAD,WHEAT GERM'), ('containsIngredient', 'Flour rice'), ('containsIngredient', 'Salt sea')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353
ground_truth_size_4,15,"[('containsIngredient', 'BLUEBERRIES,DRIED,SWTND'), ('containsIngredient', 'CORNSTARCH'), ('containsIngredient', 'Flour rice'), ('containsIngredient', 'Salt sea')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.00014775413711583924
ground_truth_size_4,16,"[('containsIngredient', 'NOODLES,JAPANESE,SOMEN,DRY'), ('containsIngredient', 'Cabbage, white'), ('containsIngredient', 'Soy sauce salt'), ('containsIngredient', 'Salad shrimp')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091
ground_truth_size_4,17,"[('containsIngredient', 'YOGURT,PLN,SKIM MILK,13 GRAMS PROT PER 8 OZ'), ('containsIngredient', 'Flour rice'), ('containsIngredient', 'Salt sea'), ('containsIngredient', 'LEAVENING AGENTS,BAKING SODA')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728
ground_truth_size_4,18,"[('containsIngredient', 'TURKEY FROM WHL,LT MEAT,RAW'), ('containsIngredient', 'PAPRIKA'), ('containsIngredient', 'Salt sea'), ('containsIngredient', 'ONIONS,RAW')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521
ground_truth_size_4,19,"[('containsIngredient', 'TURKEY FROM WHL,LT MEAT,RAW'), ('containsIngredient', 'PAPRIKA'), ('containsIngredient', 'Salt sea'), ('containsIngredient', 'CUMIN SEED')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372
ground_truth_size_4,20,"[('containsIngredient', 'TURKEY FROM WHL,LT MEAT,RAW'), ('containsIngredient', 'PAPRIKA'), ('containsIngredient', 'ONIONS,RAW'), ('containsIngredient', 'CUMIN SEED')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425
ground_truth_size_4,21,"[('containsIngredient', 'TURKEY FROM WHL,LT MEAT,RAW'), ('containsIngredient', 'Salt sea'), ('containsIngredient', 'ONIONS,RAW'), ('containsIngredient', 'CUMIN SEED')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425
ground_truth_size_4,22,"[('containsIngredient', 'FLAN,CARAMEL CUSTARD,DRY MIX'), ('containsIngredient', 'SEEDS,FLAXSEED'), ('containsIngredient', 'Flour rice'), ('containsIngredient', 'Salt sea')]",1,0.0,1.0,1.0,0.0,0.2,0.1,0.3333333333333333
ground_truth_size_4,23,"[('containsIngredient', 'SOUP,BF BROTH,BOUILLON,CONSOMME,PREP W/ EQ VOLUME H2O'), ('containsIngredient', 'ARROWROOT FLOUR'), ('containsIngredient', 'CRUSTACEANS,SHRIMP,UNTREATED,RAW'), ('containsIngredient', 'Salt sea')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872
ground_truth_size_4,24,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PEPPERS,JALAPENO,RAW'), ('containsIngredient', 'PACE,CHIPOTLE CHUNKY SALSA'), ('containsIngredient', 'SAUCE,RTS,PEPPER,TABASCO')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0006031363088057901
ground_truth_size_4,25,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PEPPERS,JALAPENO,RAW'), ('containsIngredient', 'PACE,CHIPOTLE CHUNKY SALSA'), ('containsIngredient', 'PAPRIKA')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0005257623554153522
ground_truth_size_4,26,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PEPPERS,JALAPENO,RAW'), ('containsIngredient', 'PACE,CHIPOTLE CHUNKY SALSA'), ('containsIngredient', 'ONIONS,RAW')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.00040048057669203043
ground_truth_size_4,27,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PEPPERS,JALAPENO,RAW'), ('containsIngredient', 'PACE,CHIPOTLE CHUNKY SALSA'), ('containsIngredient', 'CUMIN SEED')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.00039416633819471815
ground_truth_size_4,28,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PEPPERS,JALAPENO,RAW'), ('containsIngredient', 'PACE,CHIPOTLE CHUNKY SALSA'), ('containsIngredient', 'SAUCE,WORCESTERSHIRE')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0005443658138268917
ground_truth_size_4,29,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PEPPERS,JALAPENO,RAW'), ('containsIngredient', 'SAUCE,RTS,PEPPER,TABASCO'), ('containsIngredient', 'PAPRIKA')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.00042589437819420784
ground_truth_size_4,30,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PEPPERS,JALAPENO,RAW'), ('containsIngredient', 'SAUCE,RTS,PEPPER,TABASCO'), ('containsIngredient', 'ONIONS,RAW')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.00025568908207619537
ground_truth_size_4,31,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PEPPERS,JALAPENO,RAW'), ('containsIngredient', 'SAUCE,RTS,PEPPER,TABASCO'), ('containsIngredient', 'CUMIN SEED')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0002931691586045148
ground_truth_size_4,32,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PEPPERS,JALAPENO,RAW'), ('containsIngredient', 'SAUCE,RTS,PEPPER,TABASCO'), ('containsIngredient', 'SAUCE,WORCESTERSHIRE')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.00022466861379465288
ground_truth_size_4,33,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PEPPERS,JALAPENO,RAW'), ('containsIngredient', 'PAPRIKA'), ('containsIngredient', 'ONIONS,RAW')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0002473410833539451
ground_truth_size_4,34,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PEPPERS,JALAPENO,RAW'), ('containsIngredient', 'PAPRIKA'), ('containsIngredient', 'CUMIN SEED')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0002876042565429968
ground_truth_size_4,35,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PEPPERS,JALAPENO,RAW'), ('containsIngredient', 'PAPRIKA'), ('containsIngredient', 'SAUCE,WORCESTERSHIRE')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0003234152652005175
ground_truth_size_4,36,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PEPPERS,JALAPENO,RAW'), ('containsIngredient', 'ONIONS,RAW'), ('containsIngredient', 'CUMIN SEED')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0002032520325203252
ground_truth_size_4,37,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PEPPERS,JALAPENO,RAW'), ('containsIngredient', 'ONIONS,RAW'), ('containsIngredient', 'SAUCE,WORCESTERSHIRE')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.00016412276382734285
ground_truth_size_4,38,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PEPPERS,JALAPENO,RAW'), ('containsIngredient', 'CUMIN SEED'), ('containsIngredient', 'SAUCE,WORCESTERSHIRE')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.00021177467174925878
ground_truth_size_4,39,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PACE,CHIPOTLE CHUNKY SALSA'), ('containsIngredient', 'SAUCE,RTS,PEPPER,TABASCO'), ('containsIngredient', 'PAPRIKA')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0006414368184733803
ground_truth_size_4,40,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PACE,CHIPOTLE CHUNKY SALSA'), ('containsIngredient', 'SAUCE,RTS,PEPPER,TABASCO'), ('containsIngredient', 'ONIONS,RAW')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0005015045135406219
ground_truth_size_4,41,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PACE,CHIPOTLE CHUNKY SALSA'), ('containsIngredient', 'SAUCE,RTS,PEPPER,TABASCO'), ('containsIngredient', 'CUMIN SEED')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.00047393364928909954
ground_truth_size_4,42,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PACE,CHIPOTLE CHUNKY SALSA'), ('containsIngredient', 'SAUCE,RTS,PEPPER,TABASCO'), ('containsIngredient', 'SAUCE,WORCESTERSHIRE')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0004280821917808219
ground_truth_size_4,43,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PACE,CHIPOTLE CHUNKY SALSA'), ('containsIngredient', 'PAPRIKA'), ('containsIngredient', 'ONIONS,RAW')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0006006006006006006
ground_truth_size_4,44,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PACE,CHIPOTLE CHUNKY SALSA'), ('containsIngredient', 'PAPRIKA'), ('containsIngredient', 'CUMIN SEED')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0004904364884747426
ground_truth_size_4,45,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PACE,CHIPOTLE CHUNKY SALSA'), ('containsIngredient', 'PAPRIKA'), ('containsIngredient', 'SAUCE,WORCESTERSHIRE')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.000708215297450425
ground_truth_size_4,46,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PACE,CHIPOTLE CHUNKY SALSA'), ('containsIngredient', 'ONIONS,RAW'), ('containsIngredient', 'CUMIN SEED')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.00039494470774091627
ground_truth_size_4,47,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PACE,CHIPOTLE CHUNKY SALSA'), ('containsIngredient', 'ONIONS,RAW'), ('containsIngredient', 'SAUCE,WORCESTERSHIRE')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0004078303425774878
ground_truth_size_4,48,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PACE,CHIPOTLE CHUNKY SALSA'), ('containsIngredient', 'CUMIN SEED'), ('containsIngredient', 'SAUCE,WORCESTERSHIRE')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0004269854824935952
ground_truth_size_4,49,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'SAUCE,RTS,PEPPER,TABASCO'), ('containsIngredient', 'PAPRIKA'), ('containsIngredient', 'ONIONS,RAW')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0002920560747663551
ground_truth_size_4,50,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'SAUCE,RTS,PEPPER,TABASCO'), ('containsIngredient', 'PAPRIKA'), ('containsIngredient', 'CUMIN SEED')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0002782415136338342
ground_truth_size_4,51,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'SAUCE,RTS,PEPPER,TABASCO'), ('containsIngredient', 'PAPRIKA'), ('containsIngredient', 'SAUCE,WORCESTERSHIRE')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.00023272050267628578
ground_truth_size_4,52,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'SAUCE,RTS,PEPPER,TABASCO'), ('containsIngredient', 'ONIONS,RAW'), ('containsIngredient', 'CUMIN SEED')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.00019116803670426305
ground_truth_size_4,53,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'SAUCE,RTS,PEPPER,TABASCO'), ('containsIngredient', 'ONIONS,RAW'), ('containsIngredient', 'SAUCE,WORCESTERSHIRE')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.00011978917105893628
ground_truth_size_4,54,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'SAUCE,RTS,PEPPER,TABASCO'), ('containsIngredient', 'CUMIN SEED'), ('containsIngredient', 'SAUCE,WORCESTERSHIRE')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.00013844662882458813
ground_truth_size_4,55,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PAPRIKA'), ('containsIngredient', 'ONIONS,RAW'), ('containsIngredient', 'CUMIN SEED')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.00013948946854512484
ground_truth_size_4,56,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PAPRIKA'), ('containsIngredient', 'ONIONS,RAW'), ('containsIngredient', 'SAUCE,WORCESTERSHIRE')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.00013779798814937303
ground_truth_size_4,57,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'PAPRIKA'), ('containsIngredient', 'CUMIN SEED'), ('containsIngredient', 'SAUCE,WORCESTERSHIRE')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.00013489815189531904
ground_truth_size_4,58,"[('containsIngredient', 'W/ CONDMNT'), ('containsIngredient', 'ONIONS,RAW'), ('containsIngredient', 'CUMIN SEED'), ('containsIngredient', 'SAUCE,WORCESTERSHIRE')]",1,0.0,0.0,0.0,0.0,0.0,0.0,6.844626967830253e-05
ground_truth_size_4,59,"[('containsIngredient', 'RESTAURANT,MEXICAN,CHS ENCHILADA'), ('containsIngredient', 'QUESO COTIJA'), ('containsIngredient', 'CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,BATTER'), ('containsIngredient', 'CORN,SWT,WHITE,FRZ,KRNLS ON COB,UNPREP')]",1,1.0,1.0,1.0,1.0,0.2,0.1,1.0
ground_truth_size_4,60,"[('containsIngredient', 'RESTAURANT,MEXICAN,CHS ENCHILADA'), ('containsIngredient', 'QUESO COTIJA'), ('containsIngredient', 'CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,BATTER'), ('containsIngredient', 'Salt sea')]",1,1.0,1.0,1.0,1.0,0.2,0.1,1.0
ground_truth_size_4,61,"[('containsIngredient', 'RESTAURANT,MEXICAN,CHS ENCHILADA'), ('containsIngredient', 'QUESO COTIJA'), ('containsIngredient', 'CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,BATTER'), ('containsIngredient', 'CUMIN SEED')]",1,1.0,1.0,1.0,1.0,0.2,0.1,1.0
ground_truth_size_4,62,"[('containsIngredient', 'RESTAURANT,MEXICAN,CHS ENCHILADA'), ('containsIngredient', 'QUESO COTIJA'), ('containsIngredient', 'CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,BATTER'), ('containsIngredient', 'SOUP,CHICK BROTH,RTS')]",1,1.0,1.0,1.0,1.0,0.2,0.1,1.0
ground_truth_size_4,63,"[('containsIngredient', 'RESTAURANT,MEXICAN,CHS ENCHILADA'), ('containsIngredient', 'QUESO COTIJA'), ('containsIngredient', 'CORN,SWT,WHITE,FRZ,KRNLS ON COB,UNPREP'), ('containsIngredient', 'Salt sea')]",1,1.0,1.0,1.0,1.0,0.2,0.1,1.0
ground_truth_size_4,64,"[('containsIngredient', 'RESTAURANT,MEXICAN,CHS ENCHILADA'), ('containsIngredient', 'QUESO COTIJA'), ('containsIngredient', 'CORN,SWT,WHITE,FRZ,KRNLS ON COB,UNPREP'), ('containsIngredient', 'CUMIN SEED')]",1,1.0,1.0,1.0,1.0,0.2,0.1,1.0
ground_truth_size_4,65,"[('containsIngredient', 'RESTAURANT,MEXICAN,CHS ENCHILADA'), ('containsIngredient', 'QUESO COTIJA'), ('containsIngredient', 'CORN,SWT,WHITE,FRZ,KRNLS ON COB,UNPREP'), ('containsIngredient', 'SOUP,CHICK BROTH,RTS')]",1,1.0,1.0,1.0,1.0,0.2,0.1,1.0
ground_truth_size_4,66,"[('containsIngredient', 'RESTAURANT,MEXICAN,CHS ENCHILADA'), ('containsIngredient', 'QUESO COTIJA'), ('containsIngredient', 'Salt sea'), ('containsIngredient', 'CUMIN SEED')]",1,1.0,1.0,1.0,1.0,0.2,0.1,1.0
ground_truth_size_4,67,"[('containsIngredient', 'RESTAURANT,MEXICAN,CHS ENCHILADA'), ('containsIngredient', 'QUESO COTIJA'), ('containsIngredient', 'Salt sea'), ('containsIngredient', 'SOUP,CHICK BROTH,RTS')]",1,1.0,1.0,1.0,1.0,0.2,0.1,1.0
ground_truth_size_4,68,"[('containsIngredient', 'RESTAURANT,MEXICAN,CHS ENCHILADA'), ('containsIngredient', 'QUESO COTIJA'), ('containsIngredient', 'CUMIN SEED'), ('containsIngredient', 'SOUP,CHICK BROTH,RTS')]",1,1.0,1.0,1.0,1.0,0.2,0.1,1.0
ground_truth_size_4,69,"[('containsIngredient', 'RESTAURANT,MEXICAN,CHS ENCHILADA'), ('containsIngredient', 'CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,BATTER'), ('containsIngredient', 'CORN,SWT,WHITE,FRZ,KRNLS ON COB,UNPREP'), ('containsIngredient', 'Salt sea')]",1,1.0,1.0,1.0,1.0,0.2,0.1,1.0
ground_truth_size_4,70,"[('containsIngredient', 'RESTAURANT,MEXICAN,CHS ENCHILADA'), ('containsIngredient', 'CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,BATTER'), ('containsIngredient', 'CORN,SWT,WHITE,FRZ,KRNLS ON COB,UNPREP'), ('containsIngredient', 'CUMIN SEED')]",1,1.0,1.0,1.0,1.0,0.2,0.1,1.0
ground_truth_size_4,71,"[('containsIngredient', 'RESTAURANT,MEXICAN,CHS ENCHILADA'), ('containsIngredient', 'CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,BATTER'), ('containsIngredient', 'CORN,SWT,WHITE,FRZ,KRNLS ON COB,UNPREP'), ('containsIngredient', 'SOUP,CHICK BROTH,RTS')]",1,1.0,1.0,1.0,1.0,0.2,0.1,1.0
ground_truth_size_4,72,"[('containsIngredient', 'RESTAURANT,MEXICAN,CHS ENCHILADA'), ('containsIngredient', 'CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,BATTER'), ('containsIngredient', 'Salt sea'), ('containsIngredient', 'CUMIN SEED')]",1,1.0,1.0,1.0,1.0,0.2,0.1,1.0
ground_truth_size_4,73,"[('containsIngredient', 'RESTAURANT,MEXICAN,CHS ENCHILADA'), ('containsIngredient', 'CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,BATTER'), ('containsIngredient', 'Salt sea'), ('containsIngredient', 'SOUP,CHICK BROTH,RTS')]",1,1.0,1.0,1.0,1.0,0.2,0.1,1.0
ground_truth_size_4,74,"[('containsIngredient', 'RESTAURANT,MEXICAN,CHS ENCHILADA'), ('containsIngredient', 'CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,BATTER'), ('containsIngredient', 'CUMIN SEED'), ('containsIngredient', 'SOUP,CHICK BROTH,RTS')]",1,1.0,1.0,1.0,1.0,0.2,0.1,1.0
ground_truth_size_4,75,"[('containsIngredient', 'RESTAURANT,MEXICAN,CHS ENCHILADA'), ('containsIngredient', 'CORN,SWT,WHITE,FRZ,KRNLS ON COB,UNPREP'), ('containsIngredient', 'Salt sea'), ('containsIngredient', 'CUMIN SEED')]",1,1.0,1.0,1.0,1.0,0.2,0.1,1.0
ground_truth_size_4,76,"[('containsIngredient', 'RESTAURANT,MEXICAN,CHS ENCHILADA'), ('containsIngredient', 'CORN,SWT,WHITE,FRZ,KRNLS ON COB,UNPREP'), ('containsIngredient', 'Salt sea'), ('containsIngredient', 'SOUP,CHICK BROTH,RTS')]",1,1.0,1.0,1.0,1.0,0.2,0.1,1.0
ground_truth_size_4,77,"[('containsIngredient', 'RESTAURANT,MEXICAN,CHS ENCHILADA'), ('containsIngredient', 'CORN,SWT,WHITE,FRZ,KRNLS ON COB,UNPREP'), ('containsIngredient', 'CUMIN SEED'), ('containsIngredient', 'SOUP,CHICK BROTH,RTS')]",1,1.0,1.0,1.0,1.0,0.2,0.1,1.0
ground_truth_size_4,78,"[('containsIngredient', 'RESTAURANT,MEXICAN,CHS ENCHILADA'), ('containsIngredient', 'Salt sea'), ('containsIngredient', 'CUMIN SEED'), ('containsIngredient', 'SOUP,CHICK BROTH,RTS')]",1,1.0,1.0,1.0,1.0,0.2,0.1,1.0
ground_truth_size_4,79,"[('containsIngredient', 'OIL,NUTMEG BUTTER'), ('containsIngredient', 'EGG,WHL,CKD,HARD-BOILED'), ('containsIngredient', 'Salt sea'), ('containsIngredient', 'ONIONS,RAW')]",1,0.0,0.0,0.0,0.0,0.0,0.0,5.52944429084877e-05
ground_truth_size_4,80,"[('containsIngredient', 'MARGARINE-LIKE,VEG OIL SPRD,FAT-FREE,TUB'), ('containsIngredient', 'PECANS'), ('containsIngredient', 'Flour rice'), ('containsIngredient', 'Salt sea')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0625
ground_truth_size_4,81,"[('containsIngredient', 'MARGARINE-LIKE,VEG OIL SPRD,FAT-FREE,TUB'), ('containsIngredient', 'PECANS'), ('containsIngredient', 'Flour rice'), ('containsIngredient', 'LEAVENING AGENTS,BAKING SODA')]",1,0.0,0.0,1.0,0.0,0.0,0.1,0.125
ground_truth_size_4,82,"[('containsIngredient', 'MARGARINE-LIKE,VEG OIL SPRD,FAT-FREE,TUB'), ('containsIngredient', 'PECANS'), ('containsIngredient', 'Salt sea'), ('containsIngredient', 'LEAVENING AGENTS,BAKING SODA')]",1,0.0,0.0,0.0,0.0,0.0,0.0,0.04
