scenario_global_id,scenario_index_in_size,criteria,matching_recipe_count,candidate_recipe_count,hits@1,hits@5,hits@10,mrr
4536,28,"[('HasProteinLevel', 'High Protein'), ('HasCarbLevel', 'Low Carb'), ('isForMealType', 'starter'), ('usesCookingMethod', 'air fryer')]",1,90656,0.0,0.0,0.0,0.009174311926605505
4537,29,"[('HasProteinLevel', 'High Protein'), ('HasCalorieLevel', 'Low Calorie'), ('hasCuisineRegion', 'South Asia'), ('usesCookingMethod', 'no cook')]",1,90656,0.0,1.0,1.0,0.5
4538,30,"[('HasCarbLevel', 'High Carb'), ('HasFatLevel', 'Low Fat'), ('isForMealType', 'snack'), ('hasCuisineRegion', 'Oceania')]",1,90656,1.0,1.0,1.0,1.0
4539,31,"[('HasFatLevel', 'Low Fat'), ('HasCalorieLevel', 'Low Calorie'), ('hasCuisineRegion', 'Eastern Europe & Eurasia'), ('usesCookingMethod', 'barbecue')]",1,90656,0.0,0.0,0.0,0.06666666666666667
4540,32,"[('HasCarbLevel', 'Medium Carb'), ('HasFatLevel', 'Low Fat'), ('isForMealType', 'snack'), ('hasCuisineRegion', 'Eastern Europe & Eurasia')]",1,90656,0.0,1.0,1.0,0.2
4541,33,"[('HasProteinLevel', 'Medium Protein'), ('hasDietType', 'Vegetarian'), ('hasCuisineRegion', 'East Asia'), ('usesCookingMethod', 'no cook')]",1,90656,0.0,0.0,0.0,0.0031545741324921135
4542,34,"[('HasCarbLevel', 'Medium Carb'), ('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'breakfast'), ('hasCuisineRegion', 'Middle East & Anatolia')]",1,90656,1.0,1.0,1.0,1.0
4543,35,"[('HasProteinLevel', 'Low Protein'), ('hasDietType', 'Vegan'), ('hasCuisineRegion', 'Oceania'), ('usesCookingMethod', 'microwave')]",1,90656,0.0,0.0,1.0,0.14285714285714285
4544,36,"[('HasFatLevel', 'Medium Fat'), ('isForMealType', 'breakfast'), ('hasDietType', 'Paleo'), ('usesCookingMethod', 'microwave')]",1,90656,0.0,0.0,0.0,0.02564102564102564
4545,37,"[('HasFatLevel', 'High Fat'), ('HasCalorieLevel', 'Low Calorie'), ('hasCuisineRegion', 'Middle East & Anatolia'), ('usesCookingMethod', 'barbecue')]",1,90656,0.0,1.0,1.0,0.5
4546,38,"[('HasProteinLevel', 'Medium Protein'), ('HasCalorieLevel', 'Low Calorie'), ('hasCuisineRegion', 'Sub-Saharan Africa'), ('usesCookingMethod', 'no cook')]",1,90656,0.0,0.0,0.0,0.05555555555555555
4547,39,"[('HasFatLevel', 'Low Fat'), ('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'drink'), ('hasCuisineRegion', 'Middle East & Anatolia')]",1,90656,1.0,1.0,1.0,1.0
4548,40,"[('isForMealType', 'starter'), ('hasDietType', 'Vegan'), ('hasCuisineRegion', 'East Asia'), ('usesCookingMethod', 'air fryer')]",1,90656,1.0,1.0,1.0,1.0
4549,41,"[('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'dessert'), ('hasCuisineRegion', 'East Asia'), ('usesCookingMethod', 'barbecue')]",1,90656,0.0,0.0,0.0,0.004366812227074236
4550,42,"[('HasCarbLevel', 'Medium Carb'), ('isForMealType', 'breakfast'), ('hasCuisineRegion', 'Latin America'), ('usesCookingMethod', 'microwave')]",2,90656,0.0,0.0,0.0,0.019230769230769232
4551,43,"[('HasFatLevel', 'Medium Fat'), ('HasCalorieLevel', 'Low Calorie'), ('hasCuisineRegion', 'Caribbean'), ('usesCookingMethod', 'no cook')]",2,90656,0.0,0.0,0.0,0.07142857142857142
4552,44,"[('HasFatLevel', 'Low Fat'), ('isForMealType', 'breakfast'), ('hasCuisineRegion', 'Southeast Asia'), ('usesCookingMethod', 'pot')]",1,90656,0.0,0.0,0.0,0.005494505494505495
4553,45,"[('HasFatLevel', 'Low Fat'), ('isForMealType', 'breakfast'), ('hasCuisineRegion', 'South Asia'), ('usesCookingMethod', 'no cook')]",2,90656,1.0,1.0,1.0,1.0
4554,46,"[('HasProteinLevel', 'Medium Protein'), ('hasDietType', 'Vegetarian'), ('hasCuisineRegion', 'Sub-Saharan Africa'), ('usesCookingMethod', 'microwave')]",1,90656,0.0,0.0,0.0,0.06666666666666667
4555,47,"[('isForMealType', 'snack'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Global'), ('usesCookingMethod', 'pot')]",2,90656,1.0,1.0,1.0,1.0
4556,48,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'starter'), ('hasCuisineRegion', 'South Asia'), ('usesCookingMethod', 'barbecue')]",2,90656,0.0,0.0,0.0,0.009615384615384616
4557,49,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'dessert'), ('hasCuisineRegion', 'Latin America'), ('usesCookingMethod', 'microwave')]",1,90656,0.0,0.0,0.0,0.021739130434782608
4558,50,"[('HasFatLevel', 'Medium Fat'), ('isForMealType', 'brunch'), ('hasCuisineRegion', 'Oceania'), ('usesCookingMethod', 'no cook')]",2,90656,1.0,1.0,1.0,1.0
4559,51,"[('HasFatLevel', 'Low Fat'), ('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'brunch'), ('usesCookingMethod', 'microwave')]",2,90656,0.0,0.0,0.0,0.0035842293906810036
4560,52,"[('HasCarbLevel', 'High Carb'), ('HasFatLevel', 'High Fat'), ('hasCuisineRegion', 'Oceania'), ('usesCookingMethod', 'no cook')]",2,90656,0.0,1.0,1.0,0.5
4561,53,"[('HasProteinLevel', 'Medium Protein'), ('HasCalorieLevel', 'High Calorie'), ('hasCuisineRegion', 'Latin America'), ('usesCookingMethod', 'barbecue')]",1,90656,1.0,1.0,1.0,1.0
4562,54,"[('HasProteinLevel', 'Medium Protein'), ('HasCalorieLevel', 'High Calorie'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'Middle East & Anatolia')]",1,90656,0.0,1.0,1.0,0.25
4563,55,"[('isForMealType', 'dessert'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'Northern/Western Europe'), ('usesCookingMethod', 'barbecue')]",2,90656,0.0,0.0,0.0,0.05555555555555555
4564,56,"[('isForMealType', 'snack'), ('hasDietType', 'Vegan'), ('hasCuisineRegion', 'North America'), ('usesCookingMethod', 'air fryer')]",2,90656,0.0,0.0,1.0,0.14285714285714285
4565,57,"[('HasProteinLevel', 'High Protein'), ('HasFatLevel', 'Medium Fat'), ('isForMealType', 'drink'), ('hasCuisineRegion', 'Oceania')]",1,90656,0.0,1.0,1.0,0.5
4566,58,"[('HasProteinLevel', 'Low Protein'), ('isForMealType', 'lunch'), ('hasCuisineRegion', 'Eastern Europe & Eurasia'), ('usesCookingMethod', 'barbecue')]",1,90656,1.0,1.0,1.0,1.0
4567,59,"[('HasFatLevel', 'High Fat'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'East Asia'), ('usesCookingMethod', 'microwave')]",1,90656,1.0,1.0,1.0,1.0
4568,60,"[('HasProteinLevel', 'High Protein'), ('isForMealType', 'snack'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'East Asia')]",1,90656,0.0,1.0,1.0,0.2
4569,61,"[('HasCarbLevel', 'Medium Carb'), ('HasCalorieLevel', 'High Calorie'), ('hasDietType', 'Vegan'), ('hasCuisineRegion', 'Middle East & Anatolia')]",1,90656,0.0,0.0,1.0,0.1111111111111111
4570,62,"[('HasFatLevel', 'Low Fat'), ('isForMealType', 'breakfast'), ('hasDietType', 'Vegan'), ('hasCuisineRegion', 'Caribbean')]",2,90656,0.0,1.0,1.0,0.2
4571,63,"[('HasProteinLevel', 'Medium Protein'), ('HasFatLevel', 'Low Fat'), ('isForMealType', 'starter'), ('hasDietType', 'Paleo')]",1,90656,0.0,0.0,0.0,0.06666666666666667
4572,64,"[('HasProteinLevel', 'High Protein'), ('HasCarbLevel', 'High Carb'), ('hasCuisineRegion', 'Middle East & Anatolia'), ('usesCookingMethod', 'microwave')]",1,90656,1.0,1.0,1.0,1.0
4573,65,"[('HasProteinLevel', 'Low Protein'), ('isForMealType', 'breakfast'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'East Asia')]",1,90656,0.0,1.0,1.0,0.3333333333333333
4574,66,"[('HasProteinLevel', 'Low Protein'), ('HasCarbLevel', 'Medium Carb'), ('hasCuisineRegion', 'Eastern Europe & Eurasia'), ('usesCookingMethod', 'no cook')]",2,90656,1.0,1.0,1.0,1.0
4575,67,"[('HasCarbLevel', 'Medium Carb'), ('HasCalorieLevel', 'Low Calorie'), ('isForMealType', 'starter'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",1,90656,0.0,1.0,1.0,0.5
4576,68,"[('HasCarbLevel', 'Low Carb'), ('isForMealType', 'dinner'), ('hasCuisineRegion', 'Southeast Asia'), ('usesCookingMethod', 'no cook')]",2,90656,0.0,1.0,1.0,0.3333333333333333
4577,69,"[('HasCarbLevel', 'Low Carb'), ('HasFatLevel', 'Low Fat'), ('hasCuisineRegion', 'Sub-Saharan Africa'), ('usesCookingMethod', 'barbecue')]",1,90656,0.0,1.0,1.0,0.3333333333333333
4578,70,"[('HasFatLevel', 'Medium Fat'), ('HasCalorieLevel', 'High Calorie'), ('hasDietType', 'Vegan'), ('hasCuisineRegion', 'Eastern Europe & Eurasia')]",1,90656,0.0,1.0,1.0,0.5
4579,71,"[('HasProteinLevel', 'Medium Protein'), ('isForMealType', 'starter'), ('hasDietType', 'Paleo'), ('usesCookingMethod', 'no cook')]",1,90656,0.0,0.0,1.0,0.16666666666666666
4580,72,"[('HasProteinLevel', 'Low Protein'), ('isForMealType', 'breakfast'), ('hasCuisineRegion', 'Latin America'), ('usesCookingMethod', 'oven')]",2,90656,0.0,0.0,0.0,0.03571428571428571
4581,73,"[('HasProteinLevel', 'High Protein'), ('HasFatLevel', 'Low Fat'), ('hasCuisineRegion', 'Oceania'), ('usesCookingMethod', 'microwave')]",1,90656,0.0,0.0,1.0,0.125
4582,74,"[('HasCarbLevel', 'Medium Carb'), ('HasCalorieLevel', 'Medium Calorie'), ('hasCuisineRegion', 'Caribbean'), ('usesCookingMethod', 'microwave')]",1,90656,0.0,0.0,0.0,0.005494505494505495
4583,75,"[('HasCarbLevel', 'Low Carb'), ('HasFatLevel', 'High Fat'), ('isForMealType', 'brunch'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",1,90656,0.0,0.0,1.0,0.1111111111111111
4584,76,"[('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'brunch'), ('hasCuisineRegion', 'Middle East & Anatolia'), ('usesCookingMethod', 'pot')]",2,90656,0.0,0.0,0.0,0.019230769230769232
4585,77,"[('isForMealType', 'brunch'), ('hasDietType', 'Vegetarian'), ('hasCuisineRegion', 'South Asia'), ('usesCookingMethod', 'barbecue')]",1,90656,0.0,0.0,0.0,0.011235955056179775
4586,78,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'brunch'), ('hasDietType', 'Vegan'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",2,90656,1.0,1.0,1.0,1.0
4587,79,"[('HasFatLevel', 'Medium Fat'), ('isForMealType', 'dessert'), ('hasCuisineRegion', 'Southeast Asia'), ('usesCookingMethod', 'no cook')]",1,90656,1.0,1.0,1.0,1.0
4588,80,"[('HasCarbLevel', 'High Carb'), ('HasFatLevel', 'Medium Fat'), ('isForMealType', 'snack'), ('hasCuisineRegion', 'Caribbean')]",1,90656,0.0,1.0,1.0,0.2
4589,81,"[('HasFatLevel', 'Medium Fat'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'Caribbean'), ('usesCookingMethod', 'microwave')]",1,90656,0.0,0.0,0.0,0.0008880994671403197
4590,82,"[('HasProteinLevel', 'High Protein'), ('isForMealType', 'drink'), ('hasCuisineRegion', 'Latin America'), ('usesCookingMethod', 'barbecue')]",1,90656,1.0,1.0,1.0,1.0
4591,83,"[('HasProteinLevel', 'Medium Protein'), ('hasDietType', 'Vegetarian'), ('hasCuisineRegion', 'Southeast Asia'), ('usesCookingMethod', 'no cook')]",1,90656,0.0,1.0,1.0,0.2
4592,84,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'breakfast'), ('hasCuisineRegion', 'Southeast Asia'), ('usesCookingMethod', 'no cook')]",1,90656,1.0,1.0,1.0,1.0
4593,85,"[('HasCarbLevel', 'Low Carb'), ('HasCalorieLevel', 'Medium Calorie'), ('hasCuisineRegion', 'Caribbean'), ('usesCookingMethod', 'microwave')]",1,90656,0.0,0.0,0.0,0.022727272727272728
4594,86,"[('HasProteinLevel', 'Medium Protein'), ('isForMealType', 'brunch'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Oceania')]",2,90656,0.0,1.0,1.0,0.5
4595,87,"[('HasFatLevel', 'Medium Fat'), ('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'drink'), ('hasCuisineRegion', 'Middle East & Anatolia')]",1,90656,1.0,1.0,1.0,1.0
4596,88,"[('HasProteinLevel', 'Low Protein'), ('isForMealType', 'dessert'), ('hasCuisineRegion', 'Global'), ('usesCookingMethod', 'air fryer')]",2,90656,0.0,0.0,0.0,0.06666666666666667
4597,89,"[('HasFatLevel', 'Low Fat'), ('isForMealType', 'breakfast'), ('hasCuisineRegion', 'Oceania'), ('usesCookingMethod', 'no cook')]",1,90656,0.0,1.0,1.0,0.5
4598,90,"[('HasFatLevel', 'Low Fat'), ('isForMealType', 'dinner'), ('hasCuisineRegion', 'Eastern Europe & Eurasia'), ('usesCookingMethod', 'no cook')]",1,90656,1.0,1.0,1.0,1.0
4599,91,"[('HasCarbLevel', 'Low Carb'), ('isForMealType', 'dessert'), ('hasCuisineRegion', 'Sub-Saharan Africa'), ('usesCookingMethod', 'no cook')]",1,90656,1.0,1.0,1.0,1.0
4600,92,"[('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'starter'), ('hasCuisineRegion', 'Eastern Europe & Eurasia'), ('usesCookingMethod', 'pan')]",2,90656,1.0,1.0,1.0,1.0
4601,93,"[('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'dinner'), ('hasCuisineRegion', 'Latin America'), ('usesCookingMethod', 'air fryer')]",1,90656,0.0,0.0,0.0,0.013513513513513514
4602,94,"[('HasProteinLevel', 'Medium Protein'), ('isForMealType', 'drink'), ('hasCuisineRegion', 'Latin America'), ('usesCookingMethod', 'no cook')]",1,90656,0.0,1.0,1.0,0.5
4603,95,"[('isForMealType', 'dinner'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Mediterranean Europe'), ('usesCookingMethod', 'no cook')]",1,90656,0.0,1.0,1.0,0.25
4604,96,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'starter'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",2,90656,0.0,1.0,1.0,0.25
4605,97,"[('HasProteinLevel', 'Low Protein'), ('HasCarbLevel', 'Low Carb'), ('HasCalorieLevel', 'Medium Calorie'), ('usesCookingMethod', 'air fryer')]",1,90656,0.0,0.0,0.0,0.0003913894324853229
4606,98,"[('HasFatLevel', 'High Fat'), ('hasDietType', 'Vegetarian'), ('hasCuisineRegion', 'Middle East & Anatolia'), ('usesCookingMethod', 'microwave')]",2,90656,1.0,1.0,1.0,1.0
4607,99,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'drink'), ('hasDietType', 'Vegetarian'), ('hasCuisineRegion', 'East Asia')]",1,90656,1.0,1.0,1.0,1.0
4608,100,"[('HasProteinLevel', 'Low Protein'), ('HasCarbLevel', 'Low Carb'), ('hasCuisineRegion', 'South Asia'), ('usesCookingMethod', 'air fryer')]",2,90656,0.0,0.0,0.0,0.021739130434782608
4609,101,"[('HasFatLevel', 'Medium Fat'), ('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'snack'), ('hasCuisineRegion', 'Southeast Asia')]",1,90656,0.0,1.0,1.0,0.5
4610,102,"[('HasProteinLevel', 'Medium Protein'), ('HasFatLevel', 'Low Fat'), ('isForMealType', 'breakfast'), ('hasCuisineRegion', 'Latin America')]",2,90656,1.0,1.0,1.0,1.0
4611,103,"[('HasProteinLevel', 'Low Protein'), ('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'drink'), ('usesCookingMethod', 'barbecue')]",1,90656,0.0,0.0,0.0,0.001394700139470014
4612,104,"[('HasProteinLevel', 'Low Protein'), ('isForMealType', 'starter'), ('hasDietType', 'Vegan'), ('usesCookingMethod', 'air fryer')]",1,90656,0.0,1.0,1.0,0.5
4613,105,"[('HasFatLevel', 'High Fat'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Caribbean'), ('usesCookingMethod', 'oven')]",1,90656,0.0,0.0,0.0,0.00980392156862745
4614,106,"[('HasCarbLevel', 'Medium Carb'), ('hasDietType', 'Vegetarian'), ('hasCuisineRegion', 'Southeast Asia'), ('usesCookingMethod', 'microwave')]",2,90656,0.0,0.0,0.0,0.02
4615,107,"[('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'dessert'), ('hasCuisineRegion', 'Latin America'), ('usesCookingMethod', 'no cook')]",2,90656,1.0,1.0,1.0,1.0
4616,108,"[('HasCarbLevel', 'High Carb'), ('HasCalorieLevel', 'Medium Calorie'), ('hasCuisineRegion', 'Caribbean'), ('usesCookingMethod', 'microwave')]",1,90656,0.0,0.0,0.0,0.02857142857142857
4617,109,"[('HasProteinLevel', 'Medium Protein'), ('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'lunch'), ('hasCuisineRegion', 'Northern/Western Europe')]",1,90656,0.0,1.0,1.0,0.2
4618,110,"[('HasCarbLevel', 'High Carb'), ('HasFatLevel', 'Medium Fat'), ('HasCalorieLevel', 'Medium Calorie'), ('usesCookingMethod', 'air fryer')]",1,90656,0.0,0.0,0.0,0.00032754667540124465
4619,111,"[('HasCarbLevel', 'Medium Carb'), ('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'starter'), ('usesCookingMethod', 'air fryer')]",1,90656,0.0,0.0,0.0,0.004830917874396135
4620,112,"[('HasProteinLevel', 'High Protein'), ('HasFatLevel', 'Medium Fat'), ('isForMealType', 'drink'), ('hasCuisineRegion', 'Northern/Western Europe')]",1,90656,0.0,0.0,1.0,0.125
4621,113,"[('HasProteinLevel', 'Low Protein'), ('isForMealType', 'breakfast'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'Mediterranean Europe')]",2,90656,0.0,1.0,1.0,0.25
4622,114,"[('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'breakfast'), ('hasDietType', 'Vegan'), ('hasCuisineRegion', 'East Asia')]",2,90656,1.0,1.0,1.0,1.0
4623,115,"[('HasProteinLevel', 'Medium Protein'), ('HasCarbLevel', 'Medium Carb'), ('isForMealType', 'snack'), ('hasCuisineRegion', 'Caribbean')]",1,90656,1.0,1.0,1.0,1.0
4624,116,"[('HasProteinLevel', 'High Protein'), ('HasFatLevel', 'Medium Fat'), ('isForMealType', 'brunch'), ('usesCookingMethod', 'air fryer')]",1,90656,0.0,1.0,1.0,0.5
4625,117,"[('HasFatLevel', 'Medium Fat'), ('isForMealType', 'breakfast'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'East Asia')]",1,90656,1.0,1.0,1.0,1.0
4626,118,"[('HasCarbLevel', 'Low Carb'), ('isForMealType', 'snack'), ('hasDietType', 'Vegan'), ('usesCookingMethod', 'air fryer')]",2,90656,0.0,0.0,0.0,0.09090909090909091
4627,119,"[('HasProteinLevel', 'High Protein'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Global'), ('usesCookingMethod', 'no cook')]",1,90656,0.0,1.0,1.0,0.5
4628,120,"[('HasProteinLevel', 'High Protein'), ('HasCarbLevel', 'High Carb'), ('HasCalorieLevel', 'High Calorie'), ('usesCookingMethod', 'air fryer')]",1,90656,0.0,0.0,0.0,0.0014044943820224719
4629,121,"[('HasProteinLevel', 'High Protein'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Sub-Saharan Africa'), ('usesCookingMethod', 'pan')]",2,90656,0.0,0.0,0.0,0.013513513513513514
4630,122,"[('HasProteinLevel', 'Medium Protein'), ('isForMealType', 'breakfast'), ('hasCuisineRegion', 'Southeast Asia'), ('usesCookingMethod', 'pan')]",2,90656,0.0,1.0,1.0,0.2
4631,123,"[('isForMealType', 'dinner'), ('hasDietType', 'Vegan'), ('hasCuisineRegion', 'Northern/Western Europe'), ('usesCookingMethod', 'no cook')]",1,90656,0.0,0.0,0.0,0.011627906976744186
4632,124,"[('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'starter'), ('hasDietType', 'Vegetarian'), ('hasCuisineRegion', 'East Asia')]",2,90656,1.0,1.0,1.0,1.0
4633,125,"[('HasProteinLevel', 'Medium Protein'), ('HasCarbLevel', 'Low Carb'), ('HasFatLevel', 'High Fat'), ('usesCookingMethod', 'air fryer')]",1,90656,1.0,1.0,1.0,1.0
4634,126,"[('HasFatLevel', 'Medium Fat'), ('hasDietType', 'Vegan'), ('hasCuisineRegion', 'Latin America'), ('usesCookingMethod', 'microwave')]",2,90656,0.0,0.0,0.0,0.007462686567164179
4635,127,"[('HasCarbLevel', 'Low Carb'), ('HasCalorieLevel', 'High Calorie'), ('hasDietType', 'Vegan'), ('hasCuisineRegion', 'Latin America')]",1,90656,0.0,0.0,0.0,0.0625
4636,128,"[('HasProteinLevel', 'High Protein'), ('isForMealType', 'lunch'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Eastern Europe & Eurasia')]",2,90656,1.0,1.0,1.0,1.0
