scenario_global_id,scenario_index_in_size,combo_size,criteria,matching_recipe_count,candidate_recipe_count,hits@1,hits@5,hits@10,mrr
ground_truth_size_1,18,1,"[('containsIngredient', ""CAMPBELL'S HOMESTYLE MEXICAN STYLE CHICK TORTILLA SOUP"")]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,19,1,"[('containsIngredient', ""CAMPBELL'S HOMESTYLE NEW ENGLAND CLAM CHOWDER"")]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,20,1,"[('containsIngredient', 'MILK,BTTRMLK,FLUID,WHL')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,21,1,"[('containsIngredient', 'CEREALS RTE,QUAKER,LOFAT 100% NAT GRANOLA W/ RAISINS')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,22,1,"[('containsIngredient', 'W/ CONDMNT')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,23,1,"[('containsIngredient', 'RESTAURANT,MEXICAN,CHS ENCHILADA')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,24,1,"[('containsIngredient', 'OIL,NUTMEG BUTTER')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,25,1,"[('containsIngredient', 'MARGARINE-LIKE,VEG OIL SPRD,FAT-FREE,TUB')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,26,1,"[('containsIngredient', 'KASHI PIZZA,TIKKA MASALA,SINGLE SERVE')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,27,1,"[('containsIngredient', 'DUCK,WILD,MEAT&SKN,RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,28,1,"[('containsIngredient', 'CREAM SUBSTITUTE,POWDERED')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,29,1,"[('containsIngredient', 'BREADFRUIT,RAW')]",1,90656,0.0,1.0,1.0,0.5
ground_truth_size_1,30,1,"[('containsIngredient', 'PORK,CURED,BACON,CKD,MICROWAVED')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,31,1,"[('containsIngredient', 'Cress')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,32,1,"[('containsIngredient', 'SWEET ROLLS,CINN,REFR DOUGH W/FRSTNG,BKD')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,33,1,"[('containsIngredient', 'CAKE,WHITE,PREP FROM RECIPE W/COCNT FRSTNG')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,34,1,"[('containsIngredient', 'BAKING CHOC,MEXICAN,SQUARES')]",1,90656,0.0,1.0,1.0,0.5
ground_truth_size_1,35,1,"[('containsIngredient', 'SALMON,ATLANTIC,FARMED,RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,36,1,"[('containsIngredient', 'ALCOHOLIC BEV,DAIQUIRI,CND')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,37,1,"[('containsIngredient', 'Sardines grilled')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,38,1,"[('containsIngredient', 'HAZELNUTS OR FILBERTS,BLANCHED')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,39,1,"[('containsIngredient', 'SNACKS,PITA CHIPS,SALTED')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,40,1,"[('containsIngredient', 'BARBECUE LOAF,PORK,BEEF')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,41,1,"[('containsIngredient', 'SILK STRAWBERRY SOY YOGURT')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,42,1,"[('containsIngredient', 'Grapes, muscadine, raw')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,43,1,"[('containsIngredient', 'BREAD STICKS,PLAIN')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,44,1,"[('containsIngredient', 'PUDDINGS,CHOC,RTE,FAT FREE')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,45,1,"[('containsIngredient', 'MALT BEV,INCL NON-ALCOHOLIC BEER')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,46,1,"[('containsIngredient', 'BUCKWHEAT')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,47,1,"[('containsIngredient', 'OSCAR MAYER,WIENERS (BEEF FRANKS)')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,48,1,"[('containsIngredient', 'CRANBERRY JUC COCKTAIL,FRZ CONC')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,49,1,"[('containsIngredient', 'PAPAYA,CND,HVY SYRUP,DRND')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,50,1,"[('containsIngredient', 'INF FORMULA, MEAD JOHNSON, ENFAMIL, LACTOFREE, RTF')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,51,1,"[('containsIngredient', 'MARGARINE-LIKE SPRD,SMART BALANCE OMEGA PLUS SPRD')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,52,1,"[('containsIngredient', 'RADISHES,ORIENTAL,DRIED')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,53,1,"[('containsIngredient', 'APRICOTS,CND,HVY SYRUP PK,WO/SKN,SOL&LIQUIDS')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,54,1,"[('containsIngredient', 'PINEAPPLE,RAW,EX SWT VAR')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,55,1,"[('containsIngredient', 'CARROTS,BABY,RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,56,1,"[('containsIngredient', 'SUPPER MEAL KITS,SAVORY PORK CHOPS W/ HERB STUFFING')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,57,1,"[('containsIngredient', 'EGG,GOOSE,WHOLE,FRESH,RAW')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,58,1,"[('containsIngredient', 'PRUNE JUICE,CANNED')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,59,1,"[('containsIngredient', 'PUDDINGS,CHOC,DRY MIX,INST,PREP W/ 2% MILK')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,60,1,"[('containsIngredient', 'RESTAURANT,CHINESE,SWT & SOUR PORK')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,61,1,"[('containsIngredient', 'PIGEON PEAS (RED GM),MATURE SEEDS,RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,62,1,"[('containsIngredient', 'COOKIES,SHORTBREAD,COMMLY PREP,PECAN')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,63,1,"[('containsIngredient', 'SAUCE,STEAK,TOMATO BSD')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,64,1,"[('containsIngredient', 'FROZEN NOVELTIES,ICE TYPE,PINEAPPLE-COCONUT')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,65,1,"[('containsIngredient', 'PORK,FRSH,VAR MEATS&BY-PRODUCTS,JOWL,RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,66,1,"[('containsIngredient', 'CRANBERRY JUC COCKTAIL,BTLD,LO CAL,W/CA,SACCHARIN&CORN SWTNR')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,67,1,"[('containsIngredient', 'Tapenade tomato')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,68,1,"[('containsIngredient', 'PERSIMMONS,JAPANESE,RAW')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,69,1,"[('containsIngredient', 'GRAVY,BROWN,DRY')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,70,1,"[('containsIngredient', 'WHEAT FLR,WHITE,ALL-PURPOSE,ENR,CALCIUM-FORTIFIED')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,71,1,"[('containsIngredient', 'DOMINO\'S 14"" CHS PIZZA,CLASSIC HAND-TOSSED CRUST')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,72,1,"[('containsIngredient', 'PUMPKIN&SQUASH SEEDS,WHL,RSTD,W/SALT')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,73,1,"[('containsIngredient', 'ORANGE PNAPPL JUC BLEND')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,74,1,"[('containsIngredient', 'CEREALS RTE,GRANOLA,HOMEMADE')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,75,1,"[('containsIngredient', 'SALMON,SOCKEYE,CKD,DRY HEAT')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,76,1,"[('containsIngredient', 'SABLEFISH,RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,77,1,"[('containsIngredient', 'MORNINGSTAR FARMS BRKFST SAUSAGE PATTIES MAPLE FLAV,FRZ,UNPR')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,78,1,"[('containsIngredient', 'POTATOES,FRENCH FR,SHOESTRING,SALT ADDED IN PROC,FRZ,AS PRCH')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,79,1,"[('containsIngredient', 'TORTILLA CHIPS,LOFAT,UNSALTED')]",4,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,80,1,"[('containsIngredient', 'ALCOHOLIC BEV,BEER,LT,BUDWEISER SEL')]",4,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,81,1,"[('containsIngredient', 'CANDIES,TRUFFLES,PREPARED-FROM-RECIPE')]",4,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,82,1,"[('containsIngredient', 'WHEAT,HARD WHITE')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,83,1,"[('containsIngredient', 'BEANS,PINK,MATURE SEEDS,CKD,BLD,WO/SALT')]",4,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,84,1,"[('containsIngredient', 'BEANS,BLACK TURTLE,MATURE SEEDS,CKD,BLD,W/ SALT')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,85,1,"[('containsIngredient', 'BEEF,LOIN,TOP LOIN STEAK,BNLESS,LIP-ON,LN,1/8"" FAT,SEL,RAW')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,86,1,"[('containsIngredient', 'FROSTINGS,VANILLA,CREAMY,DRY MIX,PREP W/ MARGARINE')]",4,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,87,1,"[('containsIngredient', 'Lemon sole raw')]",4,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,88,1,"[('containsIngredient', 'HONEY ROLL SAUSAGE,BEEF')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,89,1,"[('containsIngredient', 'PERCH,MIXED SPECIES,RAW')]",4,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,90,1,"[('containsIngredient', 'CORNMEAL,DEGERMED,ENR,WHITE')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,91,1,"[('containsIngredient', 'GRAPES,AMERICAN TYPE (SLIP SKN),RAW')]",4,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,92,1,"[('containsIngredient', 'SOUP,CLAM CHOWDER,MANHATTAN,CND,COND')]",4,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,93,1,"[('containsIngredient', 'ANISE SEED')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,94,1,"[('containsIngredient', ""CAMPBELL'S HOMESTYLE HARVEST TOMATO W/ BASIL SOUP"")]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,95,1,"[('containsIngredient', 'PORK,FRSH,SHLDR,BLADE,BOSTON (ROASTS),LN,CKD,RSTD')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,96,1,"[('containsIngredient', 'TUNA,WHITE,CND IN H2O,DRND SOL')]",4,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,97,1,"[('containsIngredient', 'SAUCE,BARBECUE,KC MASTERPIECE,ORIGINAL')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,98,1,"[('containsIngredient', 'CHICKEN,STEWING,MEAT ONLY,RAW')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,99,1,"[('containsIngredient', 'PEPPERS,HUNGARIAN,RAW')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,100,1,"[('containsIngredient', 'NUTS,WALNUTS,GLAZED')]",4,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,101,1,"[('containsIngredient', 'MACARONI,DRY,ENR')]",4,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,102,1,"[('containsIngredient', 'LENTILS,RAW')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,103,1,"[('containsIngredient', 'HADDOCK,SMOKED')]",4,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,104,1,"[('containsIngredient', 'Monosodium glutamate Ve-tsin')]",4,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,105,1,"[('containsIngredient', 'LAMB,NZ,IMP,NECK CHOPS,LN,RAW')]",4,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,106,1,"[('containsIngredient', 'SMART SOUP,FRENCH LENTIL')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,107,1,"[('containsIngredient', 'PANCAKES,SPL DIETARY,DRY MIX')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,108,1,"[('containsIngredient', 'GUAVAS,COMMON,RAW')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,109,1,"[('containsIngredient', 'FROZ NOVELTIES,ICE TYPE,SUGAR FREE,ORNGE,CHRY,& GRP POPSICLE')]",5,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,110,1,"[('containsIngredient', 'CANDIES,MR. GOODBAR CHOC BAR')]",6,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,111,1,"[('containsIngredient', 'TUNA,LT,CND IN OIL,WO/SALT,DRND SOL')]",5,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,112,1,"[('containsIngredient', 'Potato croquettes frozen prepared')]",6,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,113,1,"[('containsIngredient', 'CHICKEN,WING,FRZ,GLAZED,BARBECUE FLAV')]",6,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,114,1,"[('containsIngredient', 'SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)')]",5,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,115,1,"[('containsIngredient', 'Cassava raw')]",6,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,116,1,"[('containsIngredient', ""MCDONALD'S,HASH BROWN"")]",6,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,117,1,"[('containsIngredient', 'WALNUTS,ENGLISH')]",6,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,118,1,"[('containsIngredient', 'CHICKEN,DK MEAT,THIGH,MEAT ONLY,ENHANCED,RAW')]",5,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,119,1,"[('containsIngredient', 'APPLE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C')]",6,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,120,1,"[('containsIngredient', 'CHEESE,AMERICAN CHEDDAR,IMITN')]",6,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,121,1,"[('containsIngredient', 'Beans soya dried')]",6,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,122,1,"[('containsIngredient', 'PICKLE RELISH,SWEET')]",5,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,123,1,"[('containsIngredient', 'BEANS,ADZUKI,YOKAN,MATURE SEEDS')]",5,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,124,1,"[('containsIngredient', 'SYRUPS,MALT')]",5,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,125,1,"[('containsIngredient', 'ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA')]",6,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,126,1,"[('containsIngredient', 'GARLIC BREAD,FRZ')]",5,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,127,1,"[('containsIngredient', 'SAUSAGE,MEATLESS')]",6,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,128,1,"[('containsIngredient', 'Tzatziki')]",6,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,129,1,"[('containsIngredient', 'RICE & VERMICELLI MIX,BF FLAVOR,UNPREP')]",6,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,130,1,"[('containsIngredient', 'CHILI WITH BEANS,CANNED')]",9,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,131,1,"[('containsIngredient', 'BEANS,ADZUKI,MATURE SEEDS,RAW')]",8,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,132,1,"[('containsIngredient', 'SNACKS,BAGEL CHIPS,PLN')]",6,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,133,1,"[('containsIngredient', 'BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,SEL,CKD,BRSD')]",8,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,134,1,"[('containsIngredient', 'STRAWBERRIES,CND,HVY SYRUP PK,SOL&LIQUIDS')]",8,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,135,1,"[('containsIngredient', 'BISCUITS,PLN OR BTTRMLK,REFR DOUGH,LOWER FAT,BKD')]",7,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,136,1,"[('containsIngredient', 'Puddings, rice, ready-to-eat')]",7,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,137,1,"[('containsIngredient', 'CHICKEN,BROILERS OR FRYERS,MEAT ONLY,RAW')]",8,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,138,1,"[('containsIngredient', 'CHEESE,MEXICAN,QUESO ASADERO')]",10,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,139,1,"[('containsIngredient', 'SOYBEAN,CURD CHEESE')]",10,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,140,1,"[('containsIngredient', 'LIVER CHEESE,PORK')]",10,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,141,1,"[('containsIngredient', 'OIL,SOYBN LECITHIN')]",9,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,142,1,"[('containsIngredient', 'TUNA,FRESH,SKIPJACK,RAW')]",7,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,143,1,"[('containsIngredient', 'Rainbow trout, aquaculture')]",7,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,144,1,"[('containsIngredient', 'PLUMS,DRIED (PRUNES),UNCKD')]",7,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,145,1,"[('containsIngredient', 'Herring fillet in tomato sauce tinned')]",10,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,146,1,"[('containsIngredient', 'SORGHUM GRAIN')]",7,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,147,1,"[('containsIngredient', 'SALMON,CHINOOK,SMOKED,(LOX),REG')]",9,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,148,1,"[('containsIngredient', 'PEANUTS,SPANISH,RAW')]",10,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,149,1,"[('containsIngredient', ""CEREALS RTE,KELLOGG,KELLOGG'S LOFAT GRANOLA W/ RAISINS"")]",9,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,150,1,"[('containsIngredient', 'PUDDINGS,BANANA,DRY MIX,INST,PREP W/ WHL MILK')]",7,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,151,1,"[('containsIngredient', 'PIE CRUST,STANDARD-TYPE,PREP FROM RECIPE,UNBAKED')]",8,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,152,1,"[('containsIngredient', 'MARGARINE-LIKE,VEG OIL-BUTTER SPRD,TUB,W/ SALT')]",9,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,153,1,"[('containsIngredient', 'MARGARINE,REG,80% FAT,COMP,STK,W/ SALT')]",7,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,154,1,"[('containsIngredient', 'PUDDINGS,VANILLA,DRY MIX,INST,PREP W/ WHL MILK')]",9,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,155,1,"[('containsIngredient', 'SILK LT VANILLA,SOYMILK')]",8,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,156,1,"[('containsIngredient', 'SHERBET,ORANGE')]",12,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,157,1,"[('containsIngredient', 'COFFEE,INST,REG,PDR')]",12,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,158,1,"[('containsIngredient', 'BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,CHOIC,RAW')]",11,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,159,1,"[('containsIngredient', 'PEAS,EDIBLE-PODDED,FRZ,UNPREP')]",15,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,160,1,"[('containsIngredient', 'SOUP,STOCK,CHICK,HOME-PREPARED')]",11,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,161,1,"[('containsIngredient', 'CHEESECAKE PREP FROM MIX,NO-BAKE TYPE')]",11,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,162,1,"[('containsIngredient', 'BACON,MEATLESS')]",12,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,163,1,"[('containsIngredient', 'CARAMBOLA,(STARFRUIT),RAW')]",13,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,164,1,"[('containsIngredient', 'KUMQUATS,RAW')]",15,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,165,1,"[('containsIngredient', 'PINEAPPLE,CND,EX HVY SYRUP PK,SOL&LIQUIDS')]",15,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,166,1,"[('containsIngredient', 'BEANS,BKD,CND,PLN OR VEGETARIAN')]",14,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,167,1,"[('containsIngredient', 'SOYBEANS,GREEN,RAW')]",11,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,168,1,"[('containsIngredient', 'WALNUTS,BLACK,DRIED')]",12,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,169,1,"[('containsIngredient', 'FAT,DUCK')]",12,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,170,1,"[('containsIngredient', 'AMARANTH GRAIN,UNCKD')]",13,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,171,1,"[('containsIngredient', 'NOODLES,CHINESE,CELLOPHANE OR LONG RICE (MUNG BNS),DEHYD')]",15,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,172,1,"[('containsIngredient', 'PREGO PASTA,TOMATO,BASIL & GARLIC ITAL SAU,RTS')]",14,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,173,1,"[('containsIngredient', 'CHOCOLATE-FLAVORED HAZELNUT SPRD')]",15,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,174,1,"[('containsIngredient', 'CORNED BEEF LOAF,JELLIED')]",11,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,175,1,"[('containsIngredient', 'TOMATO PRODUCTS,CND,SAU,W/ONIONS')]",12,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,176,1,"[('containsIngredient', 'SAUCE,PIZZA,CND,RTS')]",11,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,177,1,"[('containsIngredient', 'LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,RAW')]",12,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,178,1,"[('containsIngredient', ""POTATOES,O'BRIEN,HOME-PREPARED"")]",12,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,179,1,"[('containsIngredient', 'TOMATO PRODUCTS,CND,PASTE,WO/ SALT ADDED')]",15,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,180,1,"[('containsIngredient', 'COOKIES,GRAHAM CRACKERS,PLN OR HONEY,LOWFAT')]",18,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,181,1,"[('containsIngredient', 'RADICCHIO,RAW')]",24,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,182,1,"[('containsIngredient', 'BLACKBERRIES,FRZ,UNSWTND')]",24,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,183,1,"[('containsIngredient', 'LAMB,NZ,IMP,LOIN,BNLESS,LN,RAW')]",18,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,184,1,"[('containsIngredient', 'ONION RINGS,BREADED,PAR FR,FRZ,PREP,HTD IN OVEN')]",19,90656,1.0,1.0,1.0,1.0
