scenario_global_id,scenario_index_in_size,criteria,matching_recipe_count,candidate_recipe_count,hits@1,hits@5,hits@10,mrr
925,88,"[('isForMealType', 'dessert'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Northern/Western Europe')]",1,90656,1.0,1.0,1.0,1.0
926,89,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'Caribbean'), ('usesCookingMethod', 'microwave')]",2,90656,0.0,0.0,0.0,0.006369426751592357
927,90,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'Caribbean'), ('usesCookingMethod', 'no cook')]",2,90656,0.0,0.0,1.0,0.16666666666666666
928,91,"[('HasCarbLevel', 'High Carb'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Oceania')]",1,90656,0.0,0.0,0.0,0.08333333333333333
929,92,"[('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'breakfast'), ('hasCuisineRegion', 'East Asia')]",3,90656,1.0,1.0,1.0,1.0
930,93,"[('HasCarbLevel', 'Low Carb'), ('isForMealType', 'drink'), ('usesCookingMethod', 'barbecue')]",1,90656,0.0,0.0,0.0,0.000580046403712297
931,94,"[('isForMealType', 'dinner'), ('hasDietType', 'Paleo'), ('usesCookingMethod', 'no cook')]",3,90656,1.0,1.0,1.0,1.0
932,95,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'drink'), ('hasCuisineRegion', 'Middle East & Anatolia')]",3,90656,1.0,1.0,1.0,1.0
933,96,"[('isForMealType', 'starter'), ('hasCuisineRegion', 'South Asia'), ('usesCookingMethod', 'air fryer')]",1,90656,0.0,0.0,0.0,0.0026109660574412533
934,97,"[('HasProteinLevel', 'Medium Protein'), ('HasCalorieLevel', 'Low Calorie'), ('usesCookingMethod', 'air fryer')]",2,90656,0.0,0.0,0.0,0.0013054830287206266
935,98,"[('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'breakfast'), ('hasCuisineRegion', 'Oceania')]",3,90656,1.0,1.0,1.0,1.0
936,99,"[('isForMealType', 'snack'), ('hasCuisineRegion', 'Caribbean'), ('usesCookingMethod', 'no cook')]",2,90656,1.0,1.0,1.0,1.0
937,100,"[('HasProteinLevel', 'Low Protein'), ('HasCalorieLevel', 'High Calorie'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",3,90656,1.0,1.0,1.0,1.0
938,101,"[('HasCalorieLevel', 'High Calorie'), ('hasDietType', 'Vegan'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",3,90656,1.0,1.0,1.0,1.0
939,102,"[('HasProteinLevel', 'High Protein'), ('isForMealType', 'drink'), ('hasCuisineRegion', 'Mediterranean Europe')]",2,90656,0.0,0.0,0.0,0.017241379310344827
940,103,"[('isForMealType', 'drink'), ('hasCuisineRegion', 'Eastern Europe & Eurasia'), ('usesCookingMethod', 'pan')]",1,90656,0.0,0.0,0.0,0.020833333333333332
941,104,"[('HasCarbLevel', 'Medium Carb'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Latin America')]",1,90656,0.0,0.0,0.0,0.005076142131979695
942,105,"[('HasProteinLevel', 'Medium Protein'), ('isForMealType', 'dinner'), ('usesCookingMethod', 'air fryer')]",1,90656,0.0,0.0,0.0,0.00023596035865974517
943,106,"[('HasCarbLevel', 'Medium Carb'), ('HasFatLevel', 'Low Fat'), ('HasCalorieLevel', 'High Calorie')]",2,90656,0.0,0.0,0.0,0.015384615384615385
944,107,"[('isForMealType', 'breakfast'), ('hasCuisineRegion', 'South Asia'), ('usesCookingMethod', 'microwave')]",1,90656,0.0,0.0,0.0,0.004739336492890996
945,108,"[('HasCarbLevel', 'High Carb'), ('hasCuisineRegion', 'Eastern Europe & Eurasia'), ('usesCookingMethod', 'barbecue')]",2,90656,1.0,1.0,1.0,1.0
946,109,"[('HasFatLevel', 'High Fat'), ('hasDietType', 'Paleo'), ('usesCookingMethod', 'air fryer')]",3,90656,1.0,1.0,1.0,1.0
947,110,"[('hasDietType', 'Standard'), ('hasCuisineRegion', 'Sub-Saharan Africa'), ('usesCookingMethod', 'microwave')]",1,90656,0.0,0.0,0.0,0.09090909090909091
948,111,"[('isForMealType', 'breakfast'), ('hasCuisineRegion', 'Eastern Europe & Eurasia'), ('usesCookingMethod', 'microwave')]",1,90656,0.0,0.0,0.0,0.027777777777777776
949,112,"[('hasDietType', 'Vegan'), ('hasCuisineRegion', 'East Asia'), ('usesCookingMethod', 'air fryer')]",1,90656,0.0,1.0,1.0,0.3333333333333333
950,113,"[('isForMealType', 'snack'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Middle East & Anatolia')]",3,90656,1.0,1.0,1.0,1.0
951,114,"[('HasFatLevel', 'Medium Fat'), ('hasCuisineRegion', 'Southeast Asia'), ('usesCookingMethod', 'air fryer')]",1,90656,0.0,0.0,0.0,0.004901960784313725
952,115,"[('HasCalorieLevel', 'Low Calorie'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Caribbean')]",1,90656,1.0,1.0,1.0,1.0
953,116,"[('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Northern/Western Europe'), ('usesCookingMethod', 'microwave')]",1,90656,0.0,0.0,1.0,0.1
954,117,"[('isForMealType', 'dessert'), ('hasCuisineRegion', 'South Asia'), ('usesCookingMethod', 'microwave')]",1,90656,0.0,0.0,0.0,0.02040816326530612
955,118,"[('HasCalorieLevel', 'Low Calorie'), ('hasCuisineRegion', 'South Asia'), ('usesCookingMethod', 'air fryer')]",1,90656,0.0,0.0,0.0,0.023255813953488372
956,119,"[('HasFatLevel', 'Low Fat'), ('hasDietType', 'Vegan'), ('usesCookingMethod', 'air fryer')]",3,90656,0.0,1.0,1.0,0.5
957,120,"[('hasDietType', 'Standard'), ('hasCuisineRegion', 'East Asia'), ('usesCookingMethod', 'air fryer')]",1,90656,0.0,0.0,0.0,0.0016891891891891893
958,121,"[('isForMealType', 'drink'), ('hasCuisineRegion', 'Latin America'), ('usesCookingMethod', 'microwave')]",1,90656,0.0,1.0,1.0,0.25
959,122,"[('isForMealType', 'brunch'), ('hasCuisineRegion', 'Middle East & Anatolia'), ('usesCookingMethod', 'microwave')]",1,90656,0.0,0.0,0.0,0.002070393374741201
960,123,"[('HasProteinLevel', 'Low Protein'), ('hasDietType', 'Standard'), ('usesCookingMethod', 'air fryer')]",2,90656,1.0,1.0,1.0,1.0
961,124,"[('isForMealType', 'dessert'), ('hasDietType', 'Vegetarian'), ('usesCookingMethod', 'air fryer')]",3,90656,0.0,0.0,1.0,0.14285714285714285
962,125,"[('HasCalorieLevel', 'Medium Calorie'), ('hasCuisineRegion', 'Caribbean'), ('usesCookingMethod', 'microwave')]",3,90656,0.0,0.0,0.0,0.010638297872340425
963,126,"[('isForMealType', 'lunch'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Eastern Europe & Eurasia')]",2,90656,1.0,1.0,1.0,1.0
964,127,"[('isForMealType', 'dessert'), ('hasDietType', 'Vegan'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",2,90656,1.0,1.0,1.0,1.0
965,128,"[('HasCarbLevel', 'Medium Carb'), ('hasDietType', 'Vegetarian'), ('usesCookingMethod', 'air fryer')]",2,90656,1.0,1.0,1.0,1.0
966,129,"[('HasFatLevel', 'Low Fat'), ('hasCuisineRegion', 'East Asia'), ('usesCookingMethod', 'air fryer')]",1,90656,0.0,1.0,1.0,0.3333333333333333
967,130,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'snack'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",3,90656,1.0,1.0,1.0,1.0
968,131,"[('isForMealType', 'snack'), ('hasDietType', 'Paleo'), ('usesCookingMethod', 'no cook')]",2,90656,0.0,0.0,0.0,0.0625
969,132,"[('HasFatLevel', 'Low Fat'), ('isForMealType', 'breakfast'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",3,90656,0.0,0.0,1.0,0.125
970,133,"[('HasCarbLevel', 'Medium Carb'), ('hasCuisineRegion', 'Caribbean'), ('usesCookingMethod', 'microwave')]",1,90656,0.0,0.0,0.0,0.037037037037037035
971,134,"[('HasFatLevel', 'High Fat'), ('isForMealType', 'brunch'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",3,90656,1.0,1.0,1.0,1.0
972,135,"[('isForMealType', 'starter'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",1,90656,0.0,0.0,0.0,0.037037037037037035
973,136,"[('isForMealType', 'snack'), ('hasCuisineRegion', 'Middle East & Anatolia'), ('usesCookingMethod', 'barbecue')]",3,90656,0.0,0.0,0.0,0.037037037037037035
974,137,"[('isForMealType', 'brunch'), ('hasCuisineRegion', 'South Asia'), ('usesCookingMethod', 'microwave')]",1,90656,0.0,0.0,0.0,0.010309278350515464
975,138,"[('HasFatLevel', 'High Fat'), ('isForMealType', 'snack'), ('hasCuisineRegion', 'Caribbean')]",3,90656,0.0,0.0,0.0,0.037037037037037035
976,139,"[('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'starter'), ('usesCookingMethod', 'air fryer')]",2,90656,0.0,0.0,0.0,0.005319148936170213
977,140,"[('hasDietType', 'Vegan'), ('hasCuisineRegion', 'Sub-Saharan Africa'), ('usesCookingMethod', 'no cook')]",2,90656,0.0,0.0,0.0,0.05555555555555555
978,141,"[('HasProteinLevel', 'Medium Protein'), ('HasCalorieLevel', 'Medium Calorie'), ('usesCookingMethod', 'air fryer')]",3,90656,1.0,1.0,1.0,1.0
979,142,"[('isForMealType', 'drink'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'Middle East & Anatolia')]",1,90656,0.0,0.0,1.0,0.125
980,143,"[('HasProteinLevel', 'Low Protein'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'East Asia')]",3,90656,1.0,1.0,1.0,1.0
981,144,"[('HasFatLevel', 'Medium Fat'), ('isForMealType', 'lunch'), ('usesCookingMethod', 'air fryer')]",2,90656,0.0,0.0,1.0,0.125
982,145,"[('isForMealType', 'snack'), ('hasCuisineRegion', 'Sub-Saharan Africa'), ('usesCookingMethod', 'no cook')]",1,90656,0.0,0.0,0.0,0.038461538461538464
983,146,"[('isForMealType', 'drink'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'Southeast Asia')]",1,90656,1.0,1.0,1.0,1.0
984,147,"[('isForMealType', 'dessert'), ('hasCuisineRegion', 'Caribbean'), ('usesCookingMethod', 'microwave')]",1,90656,0.0,0.0,0.0,0.043478260869565216
985,148,"[('hasDietType', 'Vegetarian'), ('hasCuisineRegion', 'Southeast Asia'), ('usesCookingMethod', 'barbecue')]",2,90656,0.0,0.0,0.0,0.0044444444444444444
986,149,"[('HasProteinLevel', 'Low Protein'), ('isForMealType', 'breakfast'), ('hasCuisineRegion', 'Caribbean')]",2,90656,1.0,1.0,1.0,1.0
987,150,"[('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'breakfast'), ('hasCuisineRegion', 'South Asia')]",1,90656,0.0,0.0,0.0,0.02857142857142857
988,151,"[('HasProteinLevel', 'Low Protein'), ('isForMealType', 'dinner'), ('usesCookingMethod', 'air fryer')]",2,90656,1.0,1.0,1.0,1.0
989,152,"[('isForMealType', 'dinner'), ('hasCuisineRegion', 'Sub-Saharan Africa'), ('usesCookingMethod', 'no cook')]",1,90656,0.0,0.0,0.0,0.02631578947368421
990,153,"[('HasFatLevel', 'Low Fat'), ('hasCuisineRegion', 'Eastern Europe & Eurasia'), ('usesCookingMethod', 'barbecue')]",1,90656,1.0,1.0,1.0,1.0
991,154,"[('isForMealType', 'dinner'), ('hasCuisineRegion', 'Mediterranean Europe'), ('usesCookingMethod', 'air fryer')]",1,90656,0.0,0.0,0.0,0.000628140703517588
992,155,"[('HasCalorieLevel', 'High Calorie'), ('hasCuisineRegion', 'Caribbean'), ('usesCookingMethod', 'no cook')]",2,90656,0.0,0.0,0.0,0.016666666666666666
993,156,"[('HasCarbLevel', 'Low Carb'), ('hasDietType', 'Vegan'), ('usesCookingMethod', 'air fryer')]",3,90656,0.0,0.0,0.0,0.02702702702702703
994,157,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'starter'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",3,90656,1.0,1.0,1.0,1.0
995,158,"[('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'drink'), ('hasCuisineRegion', 'Middle East & Anatolia')]",1,90656,1.0,1.0,1.0,1.0
