scenario_global_id,scenario_index_in_size,criteria,matching_recipe_count,candidate_recipe_count,hits@1,hits@5,hits@10,precision@1,precision@5,precision@10,mrr
22609,10,"[('HasProteinLevel', 'Medium Protein'), ('HasCarbLevel', 'High Carb'), ('isForMealType', 'snack'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'East Asia')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,3.27653997378768e-05
22610,11,"[('HasProteinLevel', 'Medium Protein'), ('HasFatLevel', 'Low Fat'), ('HasCalorieLevel', 'Medium Calorie'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513
22611,12,"[('HasProteinLevel', 'Medium Protein'), ('HasCarbLevel', 'Low Carb'), ('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'lunch'), ('hasCuisineRegion', 'Oceania')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.00033112582781456954
22612,13,"[('HasCarbLevel', 'Low Carb'), ('HasFatLevel', 'Medium Fat'), ('isForMealType', 'breakfast'), ('hasCuisineRegion', 'Middle East & Anatolia'), ('usesCookingMethod', 'no cook')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,5.613877505192837e-05
22613,14,"[('HasCalorieLevel', 'Low Calorie'), ('isForMealType', 'dessert'), ('hasDietType', 'Vegetarian'), ('hasCuisineRegion', 'Caribbean'), ('usesCookingMethod', 'barbecue')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0625
22614,15,"[('HasCalorieLevel', 'Low Calorie'), ('isForMealType', 'dessert'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'Northern/Western Europe'), ('usesCookingMethod', 'barbecue')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.00020060180541624874
22615,16,"[('HasProteinLevel', 'Medium Protein'), ('HasFatLevel', 'High Fat'), ('isForMealType', 'lunch'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Global')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.00011893434823977165
22616,17,"[('HasCarbLevel', 'Medium Carb'), ('isForMealType', 'dinner'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'North America'), ('usesCookingMethod', 'air fryer')]",1,88519,0.0,0.0,1.0,0.0,0.0,0.1,0.16666666666666666
22617,18,"[('HasProteinLevel', 'Low Protein'), ('HasCarbLevel', 'Medium Carb'), ('isForMealType', 'snack'), ('hasDietType', 'Vegetarian'), ('hasCuisineRegion', 'Caribbean')]",1,88519,0.0,0.0,1.0,0.0,0.0,0.1,0.16666666666666666
22618,19,"[('HasProteinLevel', 'High Protein'), ('HasCarbLevel', 'Low Carb'), ('HasFatLevel', 'Medium Fat'), ('isForMealType', 'lunch'), ('usesCookingMethod', 'air fryer')]",1,88519,0.0,0.0,1.0,0.0,0.0,0.1,0.125
22619,20,"[('HasProteinLevel', 'Low Protein'), ('isForMealType', 'starter'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Northern/Western Europe'), ('usesCookingMethod', 'oven')]",1,88519,1.0,1.0,1.0,1.0,0.2,0.1,1.0
22620,21,"[('HasCarbLevel', 'Medium Carb'), ('HasCalorieLevel', 'Low Calorie'), ('isForMealType', 'starter'), ('hasCuisineRegion', 'Mediterranean Europe'), ('usesCookingMethod', 'microwave')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.004048582995951417
22621,22,"[('HasCarbLevel', 'Low Carb'), ('HasCalorieLevel', 'Low Calorie'), ('isForMealType', 'drink'), ('hasCuisineRegion', 'North America'), ('usesCookingMethod', 'oven')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0001525320317266626
22622,23,"[('HasProteinLevel', 'Low Protein'), ('HasFatLevel', 'Medium Fat'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'Sub-Saharan Africa'), ('usesCookingMethod', 'oven')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.00011609008590666357
22623,24,"[('HasProteinLevel', 'High Protein'), ('isForMealType', 'snack'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'South Asia'), ('usesCookingMethod', 'pan')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266
22624,25,"[('HasCarbLevel', 'High Carb'), ('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'drink'), ('hasCuisineRegion', 'South Asia'), ('usesCookingMethod', 'pot')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,8.232485387338437e-05
22625,26,"[('HasProteinLevel', 'High Protein'), ('isForMealType', 'lunch'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'Eastern Europe & Eurasia'), ('usesCookingMethod', 'microwave')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0036101083032490976
22626,27,"[('HasCarbLevel', 'Low Carb'), ('HasFatLevel', 'Low Fat'), ('HasCalorieLevel', 'Medium Calorie'), ('hasCuisineRegion', 'Oceania'), ('usesCookingMethod', 'oven')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,4.8721071863581e-05
22627,28,"[('HasCarbLevel', 'Medium Carb'), ('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'starter'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Caribbean')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0004470272686633885
22628,29,"[('HasFatLevel', 'Low Fat'), ('HasCalorieLevel', 'Medium Calorie'), ('hasDietType', 'Vegan'), ('hasCuisineRegion', 'Caribbean'), ('usesCookingMethod', 'pot')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664
22629,30,"[('HasProteinLevel', 'High Protein'), ('HasCalorieLevel', 'Low Calorie'), ('isForMealType', 'lunch'), ('hasCuisineRegion', 'Middle East & Anatolia'), ('usesCookingMethod', 'oven')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888
22630,31,"[('HasFatLevel', 'Low Fat'), ('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'lunch'), ('hasCuisineRegion', 'South Asia'), ('usesCookingMethod', 'pot')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0007818608287724785
22631,32,"[('HasCarbLevel', 'Low Carb'), ('isForMealType', 'breakfast'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'Oceania'), ('usesCookingMethod', 'pot')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.00186219739292365
22632,33,"[('HasProteinLevel', 'High Protein'), ('HasFatLevel', 'Low Fat'), ('isForMealType', 'brunch'), ('hasCuisineRegion', 'Middle East & Anatolia'), ('usesCookingMethod', 'pan')]",1,88519,0.0,0.0,1.0,0.0,0.0,0.1,0.16666666666666666
22633,34,"[('HasFatLevel', 'Low Fat'), ('isForMealType', 'lunch'), ('hasDietType', 'Vegan'), ('hasCuisineRegion', 'Southeast Asia'), ('usesCookingMethod', 'barbecue')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.03125
22634,35,"[('HasProteinLevel', 'High Protein'), ('HasCarbLevel', 'Low Carb'), ('isForMealType', 'dessert'), ('hasDietType', 'Vegan'), ('usesCookingMethod', 'pot')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.003003003003003003
22635,36,"[('HasProteinLevel', 'Medium Protein'), ('HasFatLevel', 'Low Fat'), ('isForMealType', 'lunch'), ('hasCuisineRegion', 'Middle East & Anatolia'), ('usesCookingMethod', 'barbecue')]",1,88519,0.0,1.0,1.0,0.0,0.2,0.1,0.3333333333333333
22636,37,"[('HasProteinLevel', 'Medium Protein'), ('HasFatLevel', 'High Fat'), ('isForMealType', 'starter'), ('hasCuisineRegion', 'Latin America'), ('usesCookingMethod', 'microwave')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564
22637,38,"[('HasProteinLevel', 'High Protein'), ('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'breakfast'), ('hasCuisineRegion', 'Middle East & Anatolia'), ('usesCookingMethod', 'oven')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0017825311942959
22638,39,"[('HasProteinLevel', 'Medium Protein'), ('isForMealType', 'dessert'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'Eastern Europe & Eurasia'), ('usesCookingMethod', 'pan')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0007168458781362007
22639,40,"[('HasProteinLevel', 'Medium Protein'), ('HasCarbLevel', 'Low Carb'), ('HasFatLevel', 'Medium Fat'), ('isForMealType', 'dessert'), ('hasCuisineRegion', 'Southeast Asia')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.006024096385542169
22640,41,"[('HasProteinLevel', 'Medium Protein'), ('HasFatLevel', 'Medium Fat'), ('isForMealType', 'starter'), ('hasCuisineRegion', 'Caribbean'), ('usesCookingMethod', 'pot')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.001256281407035176
22641,42,"[('HasFatLevel', 'Medium Fat'), ('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'drink'), ('hasCuisineRegion', 'Northern/Western Europe'), ('usesCookingMethod', 'microwave')]",2,88519,0.0,0.0,1.0,0.0,0.0,0.1,0.1
22642,43,"[('HasProteinLevel', 'Medium Protein'), ('HasCarbLevel', 'Medium Carb'), ('isForMealType', 'snack'), ('hasDietType', 'Vegetarian'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288
22643,44,"[('HasProteinLevel', 'Medium Protein'), ('HasFatLevel', 'Medium Fat'), ('isForMealType', 'lunch'), ('hasCuisineRegion', 'North America'), ('usesCookingMethod', 'air fryer')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035
22644,45,"[('HasProteinLevel', 'High Protein'), ('HasFatLevel', 'High Fat'), ('isForMealType', 'brunch'), ('hasCuisineRegion', 'Northern/Western Europe'), ('usesCookingMethod', 'no cook')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0007293946024799417
22645,46,"[('HasProteinLevel', 'Low Protein'), ('HasFatLevel', 'Low Fat'), ('HasCalorieLevel', 'Low Calorie'), ('hasDietType', 'Standard'), ('usesCookingMethod', 'air fryer')]",2,88519,0.0,1.0,1.0,0.0,0.2,0.1,0.25
22646,47,"[('HasFatLevel', 'High Fat'), ('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'starter'), ('hasCuisineRegion', 'Eastern Europe & Eurasia'), ('usesCookingMethod', 'pan')]",2,88519,0.0,0.0,1.0,0.0,0.0,0.1,0.16666666666666666
22647,48,"[('HasCarbLevel', 'High Carb'), ('HasCalorieLevel', 'Medium Calorie'), ('hasDietType', 'Vegan'), ('hasCuisineRegion', 'East Asia'), ('usesCookingMethod', 'microwave')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0031847133757961785
22648,49,"[('HasProteinLevel', 'Low Protein'), ('HasCarbLevel', 'Low Carb'), ('isForMealType', 'lunch'), ('hasCuisineRegion', 'Southeast Asia'), ('usesCookingMethod', 'microwave')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.005376344086021506
22649,50,"[('HasProteinLevel', 'Medium Protein'), ('HasCalorieLevel', 'Medium Calorie'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'East Asia'), ('usesCookingMethod', 'no cook')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,4.19533478771606e-05
22650,51,"[('HasProteinLevel', 'Low Protein'), ('HasCarbLevel', 'Low Carb'), ('isForMealType', 'drink'), ('hasCuisineRegion', 'Sub-Saharan Africa'), ('usesCookingMethod', 'pan')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857
22651,52,"[('HasCarbLevel', 'Medium Carb'), ('isForMealType', 'breakfast'), ('hasDietType', 'Vegan'), ('hasCuisineRegion', 'Sub-Saharan Africa'), ('usesCookingMethod', 'microwave')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.005747126436781609
22652,53,"[('HasFatLevel', 'Low Fat'), ('HasCalorieLevel', 'Low Calorie'), ('isForMealType', 'lunch'), ('hasCuisineRegion', 'Caribbean'), ('usesCookingMethod', 'no cook')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142
22653,54,"[('HasCarbLevel', 'Low Carb'), ('HasFatLevel', 'High Fat'), ('HasCalorieLevel', 'High Calorie'), ('hasCuisineRegion', 'South Asia'), ('usesCookingMethod', 'microwave')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,3.1451486082717406e-05
22654,55,"[('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'snack'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'Northern/Western Europe'), ('usesCookingMethod', 'barbecue')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035
22655,56,"[('HasFatLevel', 'Medium Fat'), ('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'drink'), ('hasCuisineRegion', 'Global'), ('usesCookingMethod', 'microwave')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693
22656,57,"[('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'dessert'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'Latin America'), ('usesCookingMethod', 'pot')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842
22657,58,"[('HasCarbLevel', 'Medium Carb'), ('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'breakfast'), ('hasCuisineRegion', 'Latin America'), ('usesCookingMethod', 'microwave')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142
22658,59,"[('HasProteinLevel', 'Low Protein'), ('HasFatLevel', 'Low Fat'), ('isForMealType', 'breakfast'), ('hasDietType', 'Vegetarian'), ('hasCuisineRegion', 'Eastern Europe & Eurasia')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.00546448087431694
22659,60,"[('HasFatLevel', 'High Fat'), ('HasCalorieLevel', 'High Calorie'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Latin America'), ('usesCookingMethod', 'barbecue')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.002583979328165375
22660,61,"[('HasProteinLevel', 'Low Protein'), ('isForMealType', 'breakfast'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'Eastern Europe & Eurasia'), ('usesCookingMethod', 'oven')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.004132231404958678
22661,62,"[('HasCarbLevel', 'Low Carb'), ('HasFatLevel', 'Low Fat'), ('isForMealType', 'snack'), ('hasDietType', 'Vegan'), ('hasCuisineRegion', 'Eastern Europe & Eurasia')]",2,88519,1.0,1.0,1.0,1.0,0.2,0.2,1.0
22662,63,"[('HasProteinLevel', 'Medium Protein'), ('HasFatLevel', 'High Fat'), ('isForMealType', 'snack'), ('hasCuisineRegion', 'Latin America'), ('usesCookingMethod', 'no cook')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0002314814814814815
22663,64,"[('HasProteinLevel', 'High Protein'), ('HasCarbLevel', 'Low Carb'), ('isForMealType', 'dinner'), ('hasDietType', 'Vegan'), ('usesCookingMethod', 'no cook')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,2.3227724612097e-05
22664,65,"[('HasProteinLevel', 'Medium Protein'), ('HasCarbLevel', 'Low Carb'), ('HasCalorieLevel', 'Medium Calorie'), ('hasCuisineRegion', 'Eastern Europe & Eurasia'), ('usesCookingMethod', 'barbecue')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.000942507068803016
22665,66,"[('HasProteinLevel', 'Low Protein'), ('HasFatLevel', 'High Fat'), ('HasCalorieLevel', 'Low Calorie'), ('isForMealType', 'snack'), ('hasCuisineRegion', 'Latin America')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0006476683937823834
22666,67,"[('HasProteinLevel', 'Medium Protein'), ('HasCarbLevel', 'Low Carb'), ('isForMealType', 'dinner'), ('hasCuisineRegion', 'South Asia'), ('usesCookingMethod', 'microwave')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.010526315789473684
22667,68,"[('HasProteinLevel', 'High Protein'), ('HasFatLevel', 'High Fat'), ('isForMealType', 'dessert'), ('hasDietType', 'Vegan'), ('usesCookingMethod', 'pan')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0004664179104477612
22668,69,"[('HasProteinLevel', 'Low Protein'), ('HasCarbLevel', 'High Carb'), ('isForMealType', 'dessert'), ('hasCuisineRegion', 'Middle East & Anatolia'), ('usesCookingMethod', 'oven')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.000376081233546446
22669,70,"[('HasFatLevel', 'High Fat'), ('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'starter'), ('hasCuisineRegion', 'Eastern Europe & Eurasia'), ('usesCookingMethod', 'no cook')]",2,88519,0.0,0.0,1.0,0.0,0.0,0.1,0.14285714285714285
22670,71,"[('HasProteinLevel', 'High Protein'), ('HasCarbLevel', 'Low Carb'), ('isForMealType', 'dinner'), ('hasCuisineRegion', 'Caribbean'), ('usesCookingMethod', 'microwave')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0038461538461538464
22671,72,"[('HasFatLevel', 'Medium Fat'), ('HasCalorieLevel', 'Low Calorie'), ('isForMealType', 'breakfast'), ('hasDietType', 'Vegan'), ('usesCookingMethod', 'no cook')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.00546448087431694
22672,73,"[('HasFatLevel', 'High Fat'), ('HasCalorieLevel', 'Low Calorie'), ('isForMealType', 'starter'), ('hasCuisineRegion', 'Eastern Europe & Eurasia'), ('usesCookingMethod', 'no cook')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.000135464643727987
22673,74,"[('HasProteinLevel', 'High Protein'), ('HasCarbLevel', 'Medium Carb'), ('HasCalorieLevel', 'Low Calorie'), ('hasCuisineRegion', 'Middle East & Anatolia'), ('usesCookingMethod', 'pan')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.00015775358889414735
22674,75,"[('HasProteinLevel', 'High Protein'), ('HasCarbLevel', 'High Carb'), ('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'dessert'), ('hasCuisineRegion', 'Southeast Asia')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0006578947368421052
22675,76,"[('HasCarbLevel', 'Low Carb'), ('HasCalorieLevel', 'High Calorie'), ('hasDietType', 'Vegetarian'), ('hasCuisineRegion', 'Eastern Europe & Eurasia'), ('usesCookingMethod', 'pan')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0006501950585175553
22676,77,"[('HasCarbLevel', 'Medium Carb'), ('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'dessert'), ('hasCuisineRegion', 'Global'), ('usesCookingMethod', 'pan')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,4.900279315921007e-05
22677,78,"[('HasProteinLevel', 'Medium Protein'), ('HasCarbLevel', 'Low Carb'), ('HasCalorieLevel', 'Medium Calorie'), ('hasCuisineRegion', 'South Asia'), ('usesCookingMethod', 'microwave')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.004405286343612335
22678,79,"[('HasFatLevel', 'Medium Fat'), ('isForMealType', 'brunch'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'East Asia'), ('usesCookingMethod', 'barbecue')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776
22679,80,"[('HasFatLevel', 'Low Fat'), ('HasCalorieLevel', 'Low Calorie'), ('isForMealType', 'breakfast'), ('hasDietType', 'Vegetarian'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0014727540500736377
22680,81,"[('HasCarbLevel', 'Medium Carb'), ('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'snack'), ('hasDietType', 'Standard'), ('hasCuisineRegion', 'Southeast Asia')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0004079967360261118
22681,82,"[('HasCarbLevel', 'Medium Carb'), ('HasFatLevel', 'Medium Fat'), ('hasDietType', 'Vegan'), ('hasCuisineRegion', 'Northern/Western Europe'), ('usesCookingMethod', 'no cook')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,5.464182285121031e-05
22682,83,"[('HasCarbLevel', 'Medium Carb'), ('HasFatLevel', 'Low Fat'), ('isForMealType', 'breakfast'), ('hasDietType', 'Vegetarian'), ('hasCuisineRegion', 'Latin America')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.001841620626151013
22683,84,"[('HasFatLevel', 'Low Fat'), ('HasCalorieLevel', 'Low Calorie'), ('isForMealType', 'snack'), ('hasCuisineRegion', 'Southeast Asia'), ('usesCookingMethod', 'no cook')]",1,88519,0.0,0.0,1.0,0.0,0.0,0.1,0.125
22684,85,"[('HasProteinLevel', 'High Protein'), ('isForMealType', 'brunch'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Latin America'), ('usesCookingMethod', 'pan')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903
22685,86,"[('HasCarbLevel', 'Low Carb'), ('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'lunch'), ('hasCuisineRegion', 'North America'), ('usesCookingMethod', 'air fryer')]",1,88519,0.0,1.0,1.0,0.0,0.2,0.1,0.3333333333333333
22686,87,"[('HasProteinLevel', 'High Protein'), ('HasFatLevel', 'Low Fat'), ('hasDietType', 'Vegan'), ('hasCuisineRegion', 'Latin America'), ('usesCookingMethod', 'microwave')]",2,88519,0.0,1.0,1.0,0.0,0.2,0.1,0.25
22687,88,"[('HasProteinLevel', 'High Protein'), ('HasFatLevel', 'High Fat'), ('hasDietType', 'Vegan'), ('hasCuisineRegion', 'Middle East & Anatolia'), ('usesCookingMethod', 'pan')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0010319917440660474
22688,89,"[('HasProteinLevel', 'Medium Protein'), ('HasFatLevel', 'Low Fat'), ('HasCalorieLevel', 'Low Calorie'), ('hasDietType', 'Paleo'), ('hasCuisineRegion', 'Oceania')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.004
22689,90,"[('HasCarbLevel', 'Low Carb'), ('HasCalorieLevel', 'Medium Calorie'), ('hasDietType', 'Vegan'), ('hasCuisineRegion', 'Northern/Western Europe'), ('usesCookingMethod', 'barbecue')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0013736263736263737
22690,91,"[('HasFatLevel', 'High Fat'), ('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'lunch'), ('hasCuisineRegion', 'North America'), ('usesCookingMethod', 'air fryer')]",1,88519,0.0,1.0,1.0,0.0,0.2,0.1,0.5
22691,92,"[('HasProteinLevel', 'Low Protein'), ('HasCarbLevel', 'Medium Carb'), ('HasCalorieLevel', 'Low Calorie'), ('isForMealType', 'breakfast'), ('hasCuisineRegion', 'Eastern Europe & Eurasia')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0005091649694501018
22692,93,"[('HasCarbLevel', 'Low Carb'), ('HasFatLevel', 'Medium Fat'), ('HasCalorieLevel', 'Medium Calorie'), ('isForMealType', 'breakfast'), ('hasCuisineRegion', 'Oceania')]",2,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0010834236186348862
22693,94,"[('HasFatLevel', 'High Fat'), ('isForMealType', 'dinner'), ('hasDietType', 'Vegetarian'), ('hasCuisineRegion', 'Southeast Asia'), ('usesCookingMethod', 'no cook')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.00013783597518952445
22694,95,"[('HasProteinLevel', 'Medium Protein'), ('HasCarbLevel', 'Low Carb'), ('HasCalorieLevel', 'Medium Calorie'), ('hasCuisineRegion', 'South Asia'), ('usesCookingMethod', 'barbecue')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0002883506343713956
22695,96,"[('HasProteinLevel', 'Medium Protein'), ('HasCarbLevel', 'Medium Carb'), ('HasCalorieLevel', 'High Calorie'), ('isForMealType', 'breakfast'), ('hasDietType', 'Vegan')]",1,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.006622516556291391
22696,97,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'breakfast'), ('hasDietType', 'Vegan'), ('hasCuisineRegion', 'Northern/Western Europe'), ('usesCookingMethod', 'oven')]",2,88519,0.0,1.0,1.0,0.0,0.2,0.1,0.3333333333333333
