scenario_global_id,scenario_index_in_size,criteria,matching_recipe_count,candidate_recipe_count,hits@1,hits@5,hits@10,precision@1,precision@5,precision@10,mrr
59,15,"[('HasProteinLevel', 'High Protein'), ('HasFatLevel', 'Low Fat')]",2282,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608
60,16,"[('HasProteinLevel', 'High Protein'), ('HasFatLevel', 'Medium Fat')]",15994,88519,1.0,1.0,1.0,1.0,0.2,0.1,1.0
61,17,"[('HasProteinLevel', 'High Protein'), ('HasFatLevel', 'High Fat')]",21010,88519,1.0,1.0,1.0,1.0,0.4,0.4,1.0
62,18,"[('HasProteinLevel', 'Low Protein'), ('HasCalorieLevel', 'Low Calorie')]",24811,88519,1.0,1.0,1.0,1.0,0.6,0.8,1.0
63,19,"[('HasProteinLevel', 'Low Protein'), ('HasCalorieLevel', 'Medium Calorie')]",8553,88519,0.0,0.0,1.0,0.0,0.0,0.2,0.125
64,20,"[('HasProteinLevel', 'Low Protein'), ('HasCalorieLevel', 'High Calorie')]",280,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0013003901170351106
65,21,"[('HasProteinLevel', 'Medium Protein'), ('HasCalorieLevel', 'Low Calorie')]",5912,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.05
66,22,"[('HasProteinLevel', 'Medium Protein'), ('HasCalorieLevel', 'Medium Calorie')]",8782,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571
67,23,"[('HasProteinLevel', 'Medium Protein'), ('HasCalorieLevel', 'High Calorie')]",895,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.004366812227074236
68,24,"[('HasProteinLevel', 'High Protein'), ('HasCalorieLevel', 'Low Calorie')]",4903,88519,0.0,1.0,1.0,0.0,0.2,0.1,0.2
69,25,"[('HasProteinLevel', 'High Protein'), ('HasCalorieLevel', 'Medium Calorie')]",25879,88519,1.0,1.0,1.0,1.0,0.8,0.7,1.0
70,26,"[('HasProteinLevel', 'High Protein'), ('HasCalorieLevel', 'High Calorie')]",8504,88519,1.0,1.0,1.0,1.0,1.0,1.0,1.0
71,27,"[('HasProteinLevel', 'Low Protein'), ('isForMealType', 'breakfast')]",2658,88519,1.0,1.0,1.0,1.0,1.0,0.9,1.0
72,28,"[('HasProteinLevel', 'Low Protein'), ('isForMealType', 'lunch')]",5062,88519,0.0,1.0,1.0,0.0,0.6,0.8,0.5
73,29,"[('HasProteinLevel', 'Low Protein'), ('isForMealType', 'dinner')]",5864,88519,1.0,1.0,1.0,1.0,1.0,0.9,1.0
74,30,"[('HasProteinLevel', 'Low Protein'), ('isForMealType', 'snack')]",3651,88519,1.0,1.0,1.0,1.0,1.0,0.9,1.0
75,31,"[('HasProteinLevel', 'Low Protein'), ('isForMealType', 'dessert')]",12181,88519,1.0,1.0,1.0,1.0,0.8,0.9,1.0
76,32,"[('HasProteinLevel', 'Low Protein'), ('isForMealType', 'starter')]",5963,88519,1.0,1.0,1.0,1.0,0.8,0.9,1.0
77,33,"[('HasProteinLevel', 'Low Protein'), ('isForMealType', 'brunch')]",3248,88519,1.0,1.0,1.0,1.0,1.0,1.0,1.0
78,34,"[('HasProteinLevel', 'Low Protein'), ('isForMealType', 'drink')]",1490,88519,1.0,1.0,1.0,1.0,1.0,1.0,1.0
79,35,"[('HasProteinLevel', 'Medium Protein'), ('isForMealType', 'breakfast')]",1453,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693
80,36,"[('HasProteinLevel', 'Medium Protein'), ('isForMealType', 'lunch')]",4153,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728
81,37,"[('HasProteinLevel', 'Medium Protein'), ('isForMealType', 'dinner')]",5046,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425
82,38,"[('HasProteinLevel', 'Medium Protein'), ('isForMealType', 'snack')]",1599,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705
83,39,"[('HasProteinLevel', 'Medium Protein'), ('isForMealType', 'dessert')]",3136,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.007194244604316547
84,40,"[('HasProteinLevel', 'Medium Protein'), ('isForMealType', 'starter')]",2570,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.005025125628140704
85,41,"[('HasProteinLevel', 'Medium Protein'), ('isForMealType', 'brunch')]",1784,88519,0.0,0.0,1.0,0.0,0.0,0.1,0.1
86,42,"[('HasProteinLevel', 'Medium Protein'), ('isForMealType', 'drink')]",290,88519,0.0,0.0,1.0,0.0,0.0,0.1,0.14285714285714285
87,43,"[('HasProteinLevel', 'High Protein'), ('isForMealType', 'breakfast')]",1350,88519,0.0,1.0,1.0,0.0,0.4,0.6,0.5
88,44,"[('HasProteinLevel', 'High Protein'), ('isForMealType', 'lunch')]",9808,88519,0.0,1.0,1.0,0.0,0.2,0.5,0.5
89,45,"[('HasProteinLevel', 'High Protein'), ('isForMealType', 'dinner')]",27981,88519,0.0,1.0,1.0,0.0,0.2,0.1,0.25
90,46,"[('HasProteinLevel', 'High Protein'), ('isForMealType', 'snack')]",2307,88519,1.0,1.0,1.0,1.0,0.2,0.1,1.0
91,47,"[('HasProteinLevel', 'High Protein'), ('isForMealType', 'dessert')]",646,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.008849557522123894
92,48,"[('HasProteinLevel', 'High Protein'), ('isForMealType', 'starter')]",3584,88519,0.0,0.0,1.0,0.0,0.0,0.1,0.1
93,49,"[('HasProteinLevel', 'High Protein'), ('isForMealType', 'brunch')]",2999,88519,0.0,1.0,1.0,0.0,0.2,0.2,0.3333333333333333
94,50,"[('HasProteinLevel', 'High Protein'), ('isForMealType', 'drink')]",69,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728
95,51,"[('HasProteinLevel', 'Low Protein'), ('hasDietType', 'Vegetarian')]",17367,88519,1.0,1.0,1.0,1.0,1.0,0.7,1.0
96,52,"[('HasProteinLevel', 'Low Protein'), ('hasDietType', 'Vegan')]",6391,88519,1.0,1.0,1.0,1.0,1.0,1.0,1.0
97,53,"[('HasProteinLevel', 'Low Protein'), ('hasDietType', 'Paleo')]",40,88519,1.0,1.0,1.0,1.0,0.8,0.6,1.0
98,54,"[('HasProteinLevel', 'Low Protein'), ('hasDietType', 'Standard')]",9571,88519,1.0,1.0,1.0,1.0,0.8,0.8,1.0
99,55,"[('HasProteinLevel', 'Medium Protein'), ('hasDietType', 'Vegetarian')]",7036,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.008
100,56,"[('HasProteinLevel', 'Medium Protein'), ('hasDietType', 'Vegan')]",1451,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827
101,57,"[('HasProteinLevel', 'Medium Protein'), ('hasDietType', 'Paleo')]",96,88519,0.0,1.0,1.0,0.0,0.2,0.1,0.3333333333333333
102,58,"[('HasProteinLevel', 'Medium Protein'), ('hasDietType', 'Standard')]",6848,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.004484304932735426
103,59,"[('HasProteinLevel', 'High Protein'), ('hasDietType', 'Vegetarian')]",4722,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664
104,60,"[('HasProteinLevel', 'High Protein'), ('hasDietType', 'Vegan')]",864,88519,0.0,1.0,1.0,0.0,0.2,0.1,0.2
105,61,"[('HasProteinLevel', 'High Protein'), ('hasDietType', 'Paleo')]",1008,88519,0.0,0.0,1.0,0.0,0.0,0.1,0.16666666666666666
106,62,"[('HasProteinLevel', 'High Protein'), ('hasDietType', 'Standard')]",31951,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456
107,63,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'North America')]",18228,88519,1.0,1.0,1.0,1.0,0.8,0.9,1.0
108,64,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'Global')]",5661,88519,0.0,1.0,1.0,0.0,0.2,0.1,0.25
109,65,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'Mediterranean Europe')]",2514,88519,1.0,1.0,1.0,1.0,1.0,0.9,1.0
110,66,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'Northern/Western Europe')]",2822,88519,1.0,1.0,1.0,1.0,1.0,1.0,1.0
111,67,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'Latin America')]",841,88519,1.0,1.0,1.0,1.0,1.0,1.0,1.0
112,68,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'East Asia')]",737,88519,1.0,1.0,1.0,1.0,1.0,0.9,1.0
113,69,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'South Asia')]",748,88519,1.0,1.0,1.0,1.0,1.0,1.0,1.0
114,70,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'Southeast Asia')]",350,88519,1.0,1.0,1.0,1.0,1.0,0.9,1.0
115,71,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'Middle East & Anatolia')]",502,88519,1.0,1.0,1.0,1.0,1.0,1.0,1.0
116,72,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'Oceania')]",587,88519,1.0,1.0,1.0,1.0,0.8,0.8,1.0
117,73,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'Eastern Europe & Eurasia')]",309,88519,1.0,1.0,1.0,1.0,1.0,0.8,1.0
118,74,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'Caribbean')]",137,88519,1.0,1.0,1.0,1.0,1.0,1.0,1.0
119,75,"[('HasProteinLevel', 'Low Protein'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",126,88519,1.0,1.0,1.0,1.0,1.0,1.0,1.0
120,76,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'North America')]",7700,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.010309278350515464
121,77,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'Global')]",2051,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.009523809523809525
122,78,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'Mediterranean Europe')]",1677,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009
123,79,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'Northern/Western Europe')]",1483,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882352941176
124,80,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'Latin America')]",611,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.04
125,81,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'East Asia')]",473,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612
126,82,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'South Asia')]",397,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555
127,83,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'Southeast Asia')]",206,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.010309278350515464
128,84,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'Middle East & Anatolia')]",354,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667
129,85,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'Oceania')]",288,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705
130,86,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'Eastern Europe & Eurasia')]",186,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655
131,87,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'Caribbean')]",64,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421
132,88,"[('HasProteinLevel', 'Medium Protein'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",64,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216
133,89,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'North America')]",18722,88519,0.0,0.0,1.0,0.0,0.0,0.3,0.16666666666666666
134,90,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'Global')]",3535,88519,0.0,1.0,1.0,0.0,0.2,0.2,0.25
135,91,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'Mediterranean Europe')]",5211,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842
136,92,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'Northern/Western Europe')]",2829,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091
137,93,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'Latin America')]",2465,88519,1.0,1.0,1.0,1.0,0.4,0.5,1.0
138,94,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'East Asia')]",2086,88519,0.0,0.0,1.0,0.0,0.0,0.1,0.1
139,95,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'South Asia')]",899,88519,0.0,1.0,1.0,0.0,0.2,0.1,0.2
140,96,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'Southeast Asia')]",1040,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667
141,97,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'Middle East & Anatolia')]",718,88519,0.0,0.0,1.0,0.0,0.0,0.1,0.16666666666666666
142,98,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'Oceania')]",683,88519,1.0,1.0,1.0,1.0,0.2,0.2,1.0
143,99,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'Eastern Europe & Eurasia')]",557,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333
144,100,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'Caribbean')]",286,88519,0.0,0.0,1.0,0.0,0.0,0.1,0.1
145,101,"[('HasProteinLevel', 'High Protein'), ('hasCuisineRegion', 'Sub-Saharan Africa')]",129,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555
146,102,"[('HasProteinLevel', 'Low Protein'), ('usesCookingMethod', 'oven')]",18104,88519,1.0,1.0,1.0,1.0,1.0,1.0,1.0
147,103,"[('HasProteinLevel', 'Low Protein'), ('usesCookingMethod', 'pot')]",10972,88519,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148,104,"[('HasProteinLevel', 'Low Protein'), ('usesCookingMethod', 'pan')]",6098,88519,1.0,1.0,1.0,1.0,1.0,1.0,1.0
149,105,"[('HasProteinLevel', 'Low Protein'), ('usesCookingMethod', 'no cook')]",3096,88519,1.0,1.0,1.0,1.0,1.0,1.0,1.0
150,106,"[('HasProteinLevel', 'Low Protein'), ('usesCookingMethod', 'barbecue')]",1393,88519,1.0,1.0,1.0,1.0,1.0,1.0,1.0
151,107,"[('HasProteinLevel', 'Low Protein'), ('usesCookingMethod', 'air fryer')]",16,88519,1.0,1.0,1.0,1.0,1.0,0.8,1.0
152,108,"[('HasProteinLevel', 'Low Protein'), ('usesCookingMethod', 'microwave')]",1921,88519,1.0,1.0,1.0,1.0,1.0,1.0,1.0
153,109,"[('HasProteinLevel', 'Medium Protein'), ('usesCookingMethod', 'oven')]",7454,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.004048582995951417
154,110,"[('HasProteinLevel', 'Medium Protein'), ('usesCookingMethod', 'pot')]",6644,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941
155,111,"[('HasProteinLevel', 'Medium Protein'), ('usesCookingMethod', 'pan')]",4866,88519,0.0,1.0,1.0,0.0,0.2,0.1,0.3333333333333333
156,112,"[('HasProteinLevel', 'Medium Protein'), ('usesCookingMethod', 'no cook')]",839,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
157,113,"[('HasProteinLevel', 'Medium Protein'), ('usesCookingMethod', 'barbecue')]",628,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304
158,114,"[('HasProteinLevel', 'Medium Protein'), ('usesCookingMethod', 'air fryer')]",5,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555
159,115,"[('HasProteinLevel', 'Medium Protein'), ('usesCookingMethod', 'microwave')]",927,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142
160,116,"[('HasProteinLevel', 'High Protein'), ('usesCookingMethod', 'oven')]",15803,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.006711409395973154
161,117,"[('HasProteinLevel', 'High Protein'), ('usesCookingMethod', 'pot')]",17247,88519,0.0,1.0,1.0,0.0,0.2,0.1,0.25
162,118,"[('HasProteinLevel', 'High Protein'), ('usesCookingMethod', 'pan')]",19452,88519,0.0,0.0,1.0,0.0,0.0,0.1,0.1
163,119,"[('HasProteinLevel', 'High Protein'), ('usesCookingMethod', 'no cook')]",640,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.025
164,120,"[('HasProteinLevel', 'High Protein'), ('usesCookingMethod', 'barbecue')]",5064,88519,0.0,1.0,1.0,0.0,0.2,0.1,0.25
165,121,"[('HasProteinLevel', 'High Protein'), ('usesCookingMethod', 'air fryer')]",24,88519,0.0,1.0,1.0,0.0,0.2,0.4,0.5
166,122,"[('HasProteinLevel', 'High Protein'), ('usesCookingMethod', 'microwave')]",1362,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091
167,123,"[('HasCarbLevel', 'Low Carb'), ('HasFatLevel', 'Low Fat')]",13901,88519,1.0,1.0,1.0,1.0,1.0,1.0,1.0
168,124,"[('HasCarbLevel', 'Low Carb'), ('HasFatLevel', 'Medium Fat')]",26439,88519,0.0,0.0,1.0,0.0,0.0,0.1,0.125
169,125,"[('HasCarbLevel', 'Low Carb'), ('HasFatLevel', 'High Fat')]",14842,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035
170,126,"[('HasCarbLevel', 'Medium Carb'), ('HasFatLevel', 'Low Fat')]",3529,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882352941176
171,127,"[('HasCarbLevel', 'Medium Carb'), ('HasFatLevel', 'Medium Fat')]",12333,88519,0.0,0.0,1.0,0.0,0.0,0.1,0.14285714285714285
172,128,"[('HasCarbLevel', 'Medium Carb'), ('HasFatLevel', 'High Fat')]",9246,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102
173,129,"[('HasCarbLevel', 'High Carb'), ('HasFatLevel', 'Low Fat')]",691,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0008865248226950354
174,130,"[('HasCarbLevel', 'High Carb'), ('HasFatLevel', 'Medium Fat')]",2610,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471910112359553
175,131,"[('HasCarbLevel', 'High Carb'), ('HasFatLevel', 'High Fat')]",4928,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901
176,132,"[('HasCarbLevel', 'Low Carb'), ('HasCalorieLevel', 'Low Calorie')]",32005,88519,1.0,1.0,1.0,1.0,1.0,1.0,1.0
177,133,"[('HasCarbLevel', 'Low Carb'), ('HasCalorieLevel', 'Medium Calorie')]",20538,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333
178,134,"[('HasCarbLevel', 'Low Carb'), ('HasCalorieLevel', 'High Calorie')]",2639,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0043859649122807015
179,135,"[('HasCarbLevel', 'Medium Carb'), ('HasCalorieLevel', 'Low Calorie')]",3621,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.006060606060606061
180,136,"[('HasCarbLevel', 'Medium Carb'), ('HasCalorieLevel', 'Medium Calorie')]",18652,88519,1.0,1.0,1.0,1.0,0.2,0.1,1.0
181,137,"[('HasCarbLevel', 'Medium Carb'), ('HasCalorieLevel', 'High Calorie')]",2835,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.003745318352059925
182,138,"[('HasCarbLevel', 'High Carb'), ('HasCalorieLevel', 'Medium Calorie')]",4024,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.00909090909090909
183,139,"[('HasCarbLevel', 'High Carb'), ('HasCalorieLevel', 'High Calorie')]",4205,88519,0.0,1.0,1.0,0.0,0.2,0.1,0.5
184,140,"[('HasCarbLevel', 'Low Carb'), ('isForMealType', 'breakfast')]",3200,88519,1.0,1.0,1.0,1.0,0.6,0.3,1.0
185,141,"[('HasCarbLevel', 'Low Carb'), ('isForMealType', 'lunch')]",11145,88519,1.0,1.0,1.0,1.0,0.6,0.6,1.0
186,142,"[('HasCarbLevel', 'Low Carb'), ('isForMealType', 'dinner')]",24572,88519,1.0,1.0,1.0,1.0,0.6,0.8,1.0
187,143,"[('HasCarbLevel', 'Low Carb'), ('isForMealType', 'snack')]",4968,88519,1.0,1.0,1.0,1.0,1.0,1.0,1.0
188,144,"[('HasCarbLevel', 'Low Carb'), ('isForMealType', 'dessert')]",7245,88519,1.0,1.0,1.0,1.0,1.0,1.0,1.0
189,145,"[('HasCarbLevel', 'Low Carb'), ('isForMealType', 'starter')]",9613,88519,1.0,1.0,1.0,1.0,0.8,0.6,1.0
190,146,"[('HasCarbLevel', 'Low Carb'), ('isForMealType', 'brunch')]",5038,88519,1.0,1.0,1.0,1.0,1.0,1.0,1.0
191,147,"[('HasCarbLevel', 'Low Carb'), ('isForMealType', 'drink')]",1312,88519,1.0,1.0,1.0,1.0,1.0,1.0,1.0
192,148,"[('HasCarbLevel', 'Medium Carb'), ('isForMealType', 'breakfast')]",1805,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903
193,149,"[('HasCarbLevel', 'Medium Carb'), ('isForMealType', 'lunch')]",5937,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761904
194,150,"[('HasCarbLevel', 'Medium Carb'), ('isForMealType', 'dinner')]",10780,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705
195,151,"[('HasCarbLevel', 'Medium Carb'), ('isForMealType', 'snack')]",2008,88519,1.0,1.0,1.0,1.0,0.2,0.1,1.0
196,152,"[('HasCarbLevel', 'Medium Carb'), ('isForMealType', 'dessert')]",6331,88519,0.0,1.0,1.0,0.0,0.2,0.2,0.5
197,153,"[('HasCarbLevel', 'Medium Carb'), ('isForMealType', 'starter')]",1938,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142
198,154,"[('HasCarbLevel', 'Medium Carb'), ('isForMealType', 'brunch')]",2309,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903
199,155,"[('HasCarbLevel', 'Medium Carb'), ('isForMealType', 'drink')]",425,88519,0.0,0.0,1.0,0.0,0.0,0.1,0.1111111111111111
200,156,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'breakfast')]",456,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.0049261083743842365
201,157,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'lunch')]",1941,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372
202,158,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'dinner')]",3539,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.003937007874015748
203,159,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'snack')]",581,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761904
204,160,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'dessert')]",2387,88519,0.0,0.0,1.0,0.0,0.0,0.2,0.16666666666666666
205,161,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'starter')]",566,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364
206,162,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'brunch')]",684,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.005649717514124294
207,163,"[('HasCarbLevel', 'High Carb'), ('isForMealType', 'drink')]",112,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456
208,164,"[('HasCarbLevel', 'Low Carb'), ('hasDietType', 'Vegetarian')]",16740,88519,1.0,1.0,1.0,1.0,0.8,0.7,1.0
209,165,"[('HasCarbLevel', 'Low Carb'), ('hasDietType', 'Vegan')]",5741,88519,1.0,1.0,1.0,1.0,1.0,1.0,1.0
210,166,"[('HasCarbLevel', 'Low Carb'), ('hasDietType', 'Paleo')]",1127,88519,0.0,1.0,1.0,0.0,0.4,0.6,0.5
211,167,"[('HasCarbLevel', 'Low Carb'), ('hasDietType', 'Standard')]",30862,88519,1.0,1.0,1.0,1.0,0.8,0.8,1.0
212,168,"[('HasCarbLevel', 'Medium Carb'), ('hasDietType', 'Vegetarian')]",9249,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612
213,169,"[('HasCarbLevel', 'Medium Carb'), ('hasDietType', 'Vegan')]",2214,88519,0.0,0.0,1.0,0.0,0.0,0.1,0.125
214,170,"[('HasCarbLevel', 'Medium Carb'), ('hasDietType', 'Paleo')]",15,88519,0.0,0.0,0.0,0.0,0.0,0.0,0.00016818028927009755
